CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Misc.,TearGas,Source1,Source2,Source3,Source4,Source5,Source6,Source7,Source8,Source9,Source10,Source11,,,,,,,,
New Orleans,Lafayette Square to New Orleans City Hall,,LA,US,2020-11-04,count pic,40,,60,,,"Freedom Road Socialist Organization, Sunrise Movement, Real Name Campaign, Democratic Socialists of America, Step Up Louisiana, New Orleans Renters Rights Assembly, Orleans Parish Prison Reform Coalition, Louisiana for Personal Freedoms, Unite Here Local 23 Hospitality Workers Union, and New Orleans Mutual Aid Society","against President Trump, for election integrity, for voting rights, against racism, against police violence, for housing rights, for universal healthcare, for abolishing prisons, for economic relief from the coronavirus pandemic",1,march,0,0,0,0,1,1,,,,https://www.fightbacknews.org/2020/11/6/new-orleans-protesters-march-defeat-trump-defend-people-s-freedoms,,,,,,,,,,,,,,,,,,
New York,"Columbus Circle, Manhattan",,NY,US,2020-11-04,,,,,,,New York Alliance Against Racist and Political Repression; New York Community Action Project; BAYAN USA Northeast; Struggle-La Lucha for Socialism,"against racism, against police brutality, for community control of police, against evictions and utility shutoffs during the coronavirus pandemic, for universal healthcare, for immigrants' rights",1,rally,0,0,0,0,1,1,,,,https://www.facebook.com/events/782380988976283/,http://www.fightbacknews.org/2020/11/5/nyc-post-election-rally-demands-power-people,,,,,,,,,,,,,,,,,
New York,"502 W 41st St, Manhattan",,NY,US,2020-11-04,,,,,,,BREATHE,"against racism, against police violence",1,demonstration; march,,,,,0,1,,Shut It Down,,https://twitter.com/protest_nyc/status/1324026234716696577,https://twitter.com/s_nessen/status/1324130941976137728,https://gothamist.com/news/updates-new-yorkers-hit-streets-trump-campaign-threatens-lawsuits-stop-ballot-counting,https://twitter.com/jangelooff/status/1324153435634151425,,,,,,,,,,,,,,,
New York,"Carl Schurz Park, Manhattan",,NY,US,2020-11-04,,,,,,,Upper East Side for Black Lives Matter,"against racism, against police violence",1,vigil; march,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1324026234716696577,,,,,,,,,,,,,,,,,,
New York,"Court Square, Queens",,NY,US,2020-11-04,,,,,,,Court Square Justice,for racial justice,1,gathering,,,,,0,1,,No Matter What Community Matters,,https://twitter.com/protest_nyc/status/1324026234716696577,IG @courtsquarejustice,,,,,,,,,,,,,,,,,
New York,"McCarren Park, Brooklyn",,NY,US,2020-11-04,,,,,,,general protesters,"against racism, against police violence",1,gathering,,,,,0,1,,,,https://twitter.com/protest_nyc/status/1324026234716696577,,,,,,,,,,,,,,,,,,
New York,"New York Public Library, Manhattan",,NY,US,2020-11-04,several hundred; roughly 400,300,,400,,,Socialist Alternative NYC; United Against Racism and Fascism-NYC,"against President Trump, against police, against capitalism",1,protest,4,0,0,0,0,1,,,,https://twitter.com/sydneyp1234/status/1324134297931042817,https://twitter.com/TheIndypendent/status/1324146075742199810,https://gothamist.com/news/updates-new-yorkers-hit-streets-trump-campaign-threatens-lawsuits-stop-ballot-counting,https://www.amny.com/news/donald-trump-fascism-socialism-nypl/,https://www.nydailynews.com/new-york/ny-nyc-protesters-2020-election-count-every-vote-20201104-g5n574jrtzg47a44ouuw4vhkoy-story.html,,,,,,,,,,,,,,
New York,"Washington Square Park, Manhattan; 5th Ave, Manhattan",,NY,US,2020-11-04,about 200; around 250; approximately 400; roughly 500,200,,500,,,Everybody Out NYC,"against fascism, against President Trump",1,march,57,0,0,0,0,1,,kettling,,https://twitter.com/protest_nyc/status/1324139892188864513,https://twitter.com/protest_nyc/status/1324153386648961025,https://gothamist.com/news/updates-new-yorkers-hit-streets-trump-campaign-threatens-lawsuits-stop-ballot-counting,https://www.nyclu.org/en/campaigns/new-york-police-transparency-database/new-york-police-department/timeline-nypd-violence-against-protesters,,,,,,,,,,,,,,,
Newark,Market Street,,NJ,US,2020-11-04,around 20,20,,20,,,Climate Mobilization North Jersey; Food and Water Action; Choose Democracy; People for Progress; Progressive Democrats of Hudson County,"for election integrity, for voting rights, for democracy",1,rally,0,0,0,0,1,1,,Protect the Results,,https://www.nj.com/politics/2020/11/small-group-rallies-in-newark-demands-all-presidential-votes-be-counted.html,,,,,,,,,,,,,,,,,,
Norristown,Montgomery County Courthouse,,PA,US,2020-11-04,about 30,30,,30,,,general protesters,"for election integrity; for voting rights, pro-democracy",1,rally,0,0,0,0,1,1,,Count Every Vote,,https://www.pottsmerc.com/news/count-every-vote-rally-held-at-montgomery-county-courthouse/article_d7a22650-a225-51d5-8160-72fe2cb7f18a.html,,,,,,,,,,,,,,,,,,
Northampton,Northampton City Hall,,MA,US,2020-11-04,count video,40,,50,,,general protesters,"for election integrity, for voting rights, for democracy",1,protest,0,0,0,0,1,1,,Count Every Vote,,https://www.westernmassnews.com/news/northampton-residents-protest-for-every-voting-ballot-to-be-counted/article_0799d97c-1f1b-11eb-ab07-c3641f60569e.html,,,,,,,,,,,,,,,,,,
Oakland,Frank Ogawa Plaza and Oscar Grant Plaza,,CA,US,2020-11-04,hundreds; as many as 300; nearly 1000,200,,1000,,,National Lawyers Guild; Bay Resistance; People's Strike; Bay Rising; Chinese Progressive Association; Arab Resource and Organizing Center; Ella Baker Center for Human Rights; East Bay Alliance for a Sustainable Economy,"for election integrity, for voting rights, for democracy",1,rally; protest,0,0,0,0,1,1,,,,https://www.kqed.org/news/11845661/count-every-vote-rally-in-oakland-draws-hundreds,https://twitter.com/SarahBelleLin/status/1324088052378083330,https://twitter.com/SarahBelleLin/status/1323473905072287744,https://inthesetimes.com/article/oakland-protest-donald-trump-coup-attempt-defend-democracy-protect-the-results-election,,,,,,,,,,,,,,,
Oakley,"The Oaks Apartment Complex, Main St",,CA,US,2020-11-04,,,,,,,general protesters,against rent increases at Oaks Apartment Complex,0,protest,,,,,1,1,,,,https://www.eastbaytimes.com/2020/11/03/seniors-protest-increased-rents-at-east-bay-affordable-apartments/,,,,,,,,,,,,,,,,,,
Orem,State St and University Parkway,,UT,US,2020-11-04,,,,,,,general protesters,for President Trump,2,rally,1,0,0,0,1,1,,,,https://www.abc4.com/news/top-stories/police-man-arrested-for-firing-gun-threatening-trump-supporters-at-rally-in-orem/,https://www.sltrib.com/news/2020/11/06/orem-police-arrest-man/,,,,,,,,,,,,,,,,,
Palm Desert,From Palm Springs and Coachella to Palm Desert Community Center,,CA,US,2020-11-04,upward of 100; close to 100,100,,100,,,Indivisible 36 of the Desert; Courageous Resistance,"for election integrity, for voting rights; for counting every ballot",1,caravan,0,0,0,0,1,1,,Protect the Results,,https://kesq.com/news/2020/11/04/valley-democrats-rally-for-ballot-counting-with-protect-the-results-car-caravan/,"Joe Biden supporters caravan from Palm Springs, Coachella to Palm Desert (desertsun.com)",,,,,,,,,,,,,,,,,
Peekskill,the gazebo,,NY,US,2020-11-04,nearly 100,100,,100,,,general protesters,"for election integrity, for voting rights, for democracy",1,rally,0,0,0,0,1,1,,Protect the Results,,https://bronx.news12.com/protect-the-result-rallies-demand-that-every-vote-be-counted,https://www.theexaminernews.com/coalition-organizes-rallies-to-make-sure-every-vote-is-counted/,https://westchester.news12.com/protect-the-result-rallies-demand-that-every-vote-be-counted,,,,,,,,,,,,,,,,
Philadelphia,University of Pennsylvania,,PA,US,2020-11-04,,,,,,,Penn Scholar Strike,"for abolishing university police, for student wellness, for cancelling classes on Election Day",1,boycott,0,0,0,0,1,1,,,,https://www.thedp.com/article/2020/11/penn-scholar-strike-for-wellness-police-free-penn,,,,,,,,,,,,,,,,,,
Philadelphia,Independence Mall,,PA,US,2020-11-04,dozens,24,,24,,,Indivisible Philadelphia,"for election integrity, for voting rights, for democracy",1,demonstration,0,0,0,0,0,1,,Protect the Results,,https://fusion.inquirer.com/news/philadelphia-protests-election-2020-pa-results-vote-count-trump-biden-20201104.html,https://www.inquirer.com/photo/rally-count-all-pennsylvanias-votes-converges-philadelphia-20201104.html,https://twitter.com/WitchLiterary/status/1324090999853953026,https://twitter.com/letsgomathias/status/1324113479951933451,,,,,,,,,,,,,,,
Philadelphia,Independence Mall,,PA,US,2020-11-04,hundreds,200,,200,,,Black Lives Matter Philly,"against racism, against police violence, for justice for Walter Wallace Jr.",1,march,0,0,0,0,0,1,,,,https://www.foxnews.com/us/dc-activists-blm-protests-election-trump-concede-votes-ballots-counted,https://www.nbcphiladelphia.com/news/local/protest-forms-after-release-of-bodycam-footage-showing-walter-wallace-jr-s-death/2585593/,,,,,,,,,,,,,,,,,
Phoenix,Maricopa County Elections Office; Arizona Capitol Building,,AZ,US,2020-11-04,around 100; more than 150; more than 200,100,,200,,,Stop the Steal; AZ Patriots,"for President Trump, against election fraud, against news media",2,protest,0,0,0,0,1,1,,,,https://www.independent.co.uk/news/world/americas/us-election-2020/maricopa-arizona-trump-supporters-guns-2020-election-b1608315.html,https://twitter.com/cheng_christine/status/1324275027894820864,https://www.kmov.com/hundreds-upset-over-ballot-counting-protest-in-downtown-phoenix/article_3d8a828a-4401-5764-81f6-2651cc66e7c4.html,https://www.wcnc.com/article/news/politics/elections/trump-supporters-protest-outside-elections-headquarters/75-999da34e-f72d-465d-9cde-e29d2c52633d,https://www.huffpost.com/entry/paul-gosar-far-right-protest-arizona_n_5fada218c5b6370e7e311861,https://www.kmov.com/news/crowd-of-protesters-in-phoenix-fired-up-by-conspiracy-theorist-alex-jones/article_a4048926-0a3a-59fd-b71f-404f7f099228.html,Hundreds upset over ballot counting protest in downtown Phoenix | Arizona's Election Authority | azfamily.com,,,,,,,,,,,,
Pittsburgh,Grant St. to Pittsburgh City-County Building,,PA,US,2020-11-04,about 150,150,,150,,,Socialist Alternative Pittsburgh; CMU Labor Coalition; Pitt Students for Bernie Sanders; Stop the Station Pittsburgh; CMU for Bernie,"against President Trump, for election integrity; against social injustice",1,rally; march,0,0,0,0,1,1,,Don't Let Trump Steal the Election,,https://www.facebook.com/events/760254684521255/,https://pittsburgh.cbslocal.com/2020/11/04/rally-in-pittsburgh-calls-for-every-vote-to-count/,https://www.ellwoodcityledger.com/story/news/state/2020/11/05/rallies-across-pennsylvania-demanded-every-vote-counted-before-candidate-declares-victo/6173736002/,Pittsburgh groups rally for 'Every Vote Counts' (timesonline.com),,,,,,,,,,,,,,,
Pittsburgh,Grant St. to Pittsburgh City-County Building,,PA,US,2020-11-04,,,,,,,general protesters,"against President Trump, for election integrity",1,protest,3,0,0,1,0,1,,,,https://pittsburgh.cbslocal.com/2020/11/04/rally-in-pittsburgh-calls-for-every-vote-to-count/,https://triblive.com/local/protesters-marching-in-downtown-pittsburgh-on-wednesday-evening/,,,,,,,,,,,,,,,,,
Pittsfield,Park Square,,MA,US,2020-11-04,more than 50,50,,50,,,Indivisible Pittsfield; Four Freedoms Coalition,"for election integrity, for voting rights, for democracy",1,rally,0,0,0,0,1,1,,Protect the Results,,https://www.berkshireeagle.com/news/local/count-every-vote-rally-to-take-place-in-pittsfield/article_9a2b14b4-1eb1-11eb-8e79-efd6385c3e3d.html,https://www.berkshireeagle.com/news/local/count-every-vote-with-election-too-close-to-call-protesters-take-to-park-square/article_0a68df02-1ec8-11eb-ae77-cf9b1407fb62.html,,,,,,,,,,,,,,,,,
Portland,Revolution Hall to Waterfront Park,,OR,US,2020-11-04,hundreds; a couple hundreds,200,,200,,,Defend Democracy Coalition,"for election integrity, against racism, for abolishing police, for abolishing prisons",1,rally; march,0,0,0,0,1,1,,Count Every Vote PDX: Electoral Justice is Racial Justice,,https://twitter.com/MrOlmos/status/1324156016884293632,https://www.oregonlive.com/portland/2020/11/marches-rallies-for-racial-justice-resume-wednesday-in-portland.html,https://www.workers.org/2020/11/52423/,https://www.facebook.com/events/658567954841831/,https://twitter.com/JoeEnglishKATU/status/1324151516970708994,https://www.kgw.com/article/news/local/protests/march-rally-portland-revolution-hall-waterfront-november-4/283-e6c7750f-144a-4ccc-9d5a-37ec381ee4b4,https://www.kptv.com/news/peaceful-protesters-are-frustrated-say-they-re-getting-lumped-in-with-groups-causing-destruction/article_bcd80c8e-2031-11eb-bd89-0f667013a9c0.html?block_id=994645,"Group holds peaceful Portland rally, march on day after election | kgw.com",,,,,,,,,,,
Portland,North Park Blocks to Multnomah County Justice Center,,OR,US,2020-11-04,about 300,300,,300,,,general protesters,"against fascism, for abolishing police, for abolishing prisons, against Mayor Wheeler",1,rally; march,11,0,0,1,0,1,,,,https://twitter.com/MrOlmos/status/1324156016884293632,https://katu.com/news/local/protests-marches-planned-in-portland-as-election-results-tallied-wednesday,https://www.oregonlive.com/portland/2020/11/marches-rallies-for-racial-justice-resume-wednesday-in-portland.html,https://www.kgw.com/article/news/local/protests/march-rally-portland-revolution-hall-waterfront-november-4/283-e6c7750f-144a-4ccc-9d5a-37ec381ee4b4,https://www.kptv.com/news/different-groups-of-demonstrators-gather-for-separate-rallies-marches-in-portland/article_d579807c-1ef8-11eb-88e5-e791bc481b36.html,,,,,,,,,,,,,,
Portland,,,OR,US,2020-11-04,,,,,,,Black Lives Matter,"against racism, against police violence",1,demonstration,0,0,0,0,0,1,,,,https://twitter.com/MrOlmos/status/1324156016884293632,https://www.oregonlive.com/portland/2020/11/marches-rallies-for-racial-justice-resume-wednesday-in-portland.html,,,,,,,,,,,,,,,,,
Poway,,,CA,US,2020-11-04,,,,,,,general protesters,"for election integrity, for voting rights, for democracy",1,demonstration,0,0,0,0,1,1,,,,https://www.kpbs.org/news/2020/nov/04/protests-san-diego-call-presidential-vote-counting/,,,,,,,,,,,,,,,,,,
Princeton,Hinds Plaza adjacent to the Princeton Public Library,,NJ,US,2020-11-04,about 100,100,,100,,,Coalition for Peace Action; Indivisible Cranbury; Indivisible Princeton,"for election integrity, for voting rights, for democracy",1,rally,0,0,0,0,1,1,,Protect the Results,,https://planetprinceton.com/2020/11/04/protect-the-results-rally-still-on-for-4-p-m-in-downtown-princeton/,https://planetprinceton.com/2020/11/04/photos-princeton-rally-participants-call-for-every-vote-to-be-counted/,https://www.dailyprincetonian.com/article/2020/11/protect-the-vote-protest-new-jersey-2020,https://www.nj.com/mercer/2020/11/150-rally-to-protect-the-results-of-presidential-election-photos.html,https://www.nj.com/community-news/2020/10/post-election-protect-the-results-rally-planned-in-princeton.html,,,,,,,,,,,,,,
Providence,Rhode Island State House,,RI,US,2020-11-04,,,,,,,Rhode Island Working Families Party; Sunrise Providence; Direct Action for Rights and Equality,"against President Trump, for election integrity, for Green New Deal, against racism, for abolishing police, for guaranteed housing and healthcare and jobs for all, for voting rights",1,rally,0,0,0,0,1,1,,,,https://www.facebook.com/events/395008771531531/,https://turnto10.com/news/local/count-every-vote-demonstrators-rally-from-providence-to-boston,,,,,,,,,,,,,,,,,
Reading,5th and Penn,,PA,US,2020-11-04,several dozen,36,,36,,,Berks Stand Up,"for election integrity, for voting rights, for democracy",1,rally,0,0,0,0,1,1,,Protect the Results,,https://www.wfmz.com/news/area/berks/post-election-rally-in-reading-count-every-vote/article_93841634-1f50-11eb-9ee9-475a4cfdc42c.html,,,,,,,,,,,,,,,,,,
Rochester,Dr. Martin Luther King Jr. Memorial Park,,NY,US,2020-11-04,about 50,50,,50,,,Rochester and Genessee Valley Area Labor Federation,"for election integrity, for voting rights, for democracy",1,rally,0,0,0,0,1,1,,Protect the Results,,https://13wham.com/news/local/rally-in-rochester-calls-for-all-votes-in-presidential-race-to-be-counted,https://spectrumlocalnews.com/nys/rochester/politics/2020/11/05/downtown-rochester-rally-demands-all-votes-are-counted,,,,,,,,,,,,,,,,,
Rockford,Rockford City Hall,,IL,US,2020-11-04,,,,,,,May 30th Alliance,"against racism, against police violence, for justice for Tyris Jones, for dropping charges against protesters",1,occupation,,,,,1,1,,,,https://twitter.com/OccupyRKFD/status/1322583957142179844,,,,,,,,,,,,,,,,,,
Rockland,Chapman Park to Knox County Courthouse,,ME,US,2020-11-04,,,,,,,Midcoast Maine Indivisible,"for election integrity, for voting rights, for democracy",1,rally; march,,,,,1,1,,Protect the Results,,https://bangordailynews.com/2020/11/04/news/midcoast/mainers-will-rally-for-democracy-as-ballot-counting-continues-across-the-country/,,,,,,,,,,,,,,,,,,
