CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),Women's?,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Avalon,downtown,CA,US,2018-01-20,na,45,,47,,,Catalina Progessive Action Coalition,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,web form,https://twitter.com/lisakate111/status/955221533579866112,,,,
Ayer,Ayer Town Hall,MA,US,2018-01-20,500 plus,500,,500,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/2018-womens-march-ayer,http://www.lowellsun.com/breakingnews/ci_31608641/voices-raised-women-against-trump,http://photos.lowellsun.com/2018/01/21/women-march-in-ayer/#5,,,
Bakersfield,Central Park,CA,US,2018-01-20,estimated 3000,3000,,3000,,,Women's March Kern County,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/521126934913616/,http://www.bakersfield.com/news/equal-treatment-rights-focus-of-kern-county-women-s-march/article_7750615c-fe47-11e7-a160-83da5f031c83.html,,,,
Baltimore,War Memorial Plaza downtown; walk to McKeldin Square at the Inner Harbor,MD,US,2018-01-20,"5,000; about 7,000",5000,,7000,,,general protestors,Empower Voters to Support Women's Rights,1,1,rally; march,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-womens-march-20180112-story.html,http://www.baltimoresun.com/news/maryland/baltimore-city/bs-md-ci-womens-march-20180120-story.html#nt=oft12aH-1la1,https://heavy.com/news/2018/01/womens-march-numbers-2018-attendance-turnout-by-city/,,,
Bangor,Pierce Memorial Park,ME,US,2018-01-20,more than 1000; FB:232,232,,1000,,,Maine Common Good Coalition,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/maine-common-good-coalition/,https://www.facebook.com/events/173875553213735/,https://bangordailynews.com/2018/01/20/news/bangor/womens-march-in-bangor-draws-novice-veteran-protesters/,,,
Bar Harbor,village green,ME,US,2018-01-20,,,,,,,Indivisible MDI,Empower Voters to Support Women's Rights,1,1,rally,0,0,0,0,1,1,https://actionnetwork.org/events/power-to-the-polls-mdi,https://www.centralmaine.com/2018/01/20/about-2500-march-for-womens-rights-in-augusta/,https://www.mdislander.com/maine-news/womens-march,,,
Bay City,city hall,MI,US,2018-01-20,nearly 100,100,,100,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.mlive.com/news/saginaw/index.ssf/2018/01/womens_march_in_bay_city_draws.html,,,,,
Beaumont,Betty Smith Creative Arts,TX,US,2018-01-20,count pic,24,,24,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/golden-triangle-womens-march-power-to-the-polls,https://www.beaumontenterprise.com/news/article/Were-you-Seen-at-the-Women-s-March-12512757.php,,,,
Beckley,Shoemaker Square,WV,US,2018-01-20,na,75,,75,,,"West Virginia Women’s March, West Virginia Citizen Action Group, Summers County Huddle, Greenbrier Valley Women for Fairness/Indivisible, and Women of the Bluefields",Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,https://actionnetwork.org/events/its-our-time-anniversary-of-the-womens-march,http://www.register-herald.com/news/women-s-march-still-inspiring/article_a3e0ac65-f208-5d97-99e3-f07d1422821c.html,http://www.register-herald.com/news/women-s-march-anniversary-events-set-for-this-weekend/article_c9da4fd0-fbd8-11e7-8034-6b4703d49c80.html,http://www.wvva.com/story/37313618/2018/01/Sunday/women-rally-in-beckley-on-one-year-anniversary-of-womens-march,,
Bellingham,downtown,WA,US,2018-01-20,2000 to 2500,2000,,2500,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://komonews.com/news/local/seattle-womens-march-20-underway,http://www.bellinghamherald.com/news/local/article195760234.html,,,,
Bemidji,the Sanford Center,MN,US,2018-01-20,FB: 200,200,,200,,,2018 Bemidji Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/319698725187805/,,,,,
Bend,Drake Park,OR,US,2018-01-20,nearly as large as 3000; thousands ,2000,,3000,,,Central Oregon Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/175438419728697/,http://www.bendbulletin.com/localstate/5936026-151/bend-joins-in-second-annual-womens-march,http://www.ktvz.com/news/thousands-gather-for-c-oregon-womens-march/688682583,,,
Bethel,,AK,US,2018-01-20,,25,,25,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.adn.com/alaska-news/2018/01/20/from-juneau-to-nome-alaskans-brave-the-cold-for-womens-march/,https://www.adn.com/alaska-news/2018/01/20/from-juneau-to-nome-alaskans-brave-the-cold-for-womens-march/,visualized head count,,,
Bethlehem,Payrow Plaza,PA,US,2018-01-20,about 500,500,,500,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.mcall.com/news/breaking/mc-nws-nation-women-march-20180120-story.html,,,,,
Bettendorf,USW Local 105,IA,US,2018-01-20,,,,,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.thegazette.com/subject/news/community/women-to-march-saturday-in-iowa-city-building-on-success-of-2017-20180118,https://actionnetwork.org/events/equality-march,,,,
Billings,Downtown Billings; North Park,MT,US,2018-01-20,hundreds,200,,200,,,Montana Women's March Billings; Rise Together,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/342703226198732/,http://www.kulr8.com/story/37311901/rise-together-womens-march-marks-its-second-year-in-the-magic-city,http://www.ktvq.com/story/37310554/billings-residents-take-to-streets-for-montana-womens-march,https://missoulacurrent.com/government/2018/01/billings-womens-march/,,
Binghampton,Dr. Martin Luther King Jr. Memorial Park,NY,US,2018-01-20,FB: 521,521,,521,,,Citizen Action of The Southern Tier,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2006699712911706/,,,,,
Birmingham,,AL,US,2018-01-20,FB: 2.7K,2700,,2700,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.al.com/news/mobile/index.ssf/2018/01/south_alabama_womens_march_din.html,https://www.facebook.com/events/358897237822131/,,,,
Bishop,Bishop City Park,CA,US,2018-01-20,FB: 173,173,,173,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/eastern-sierra-womans-march-2018,https://www.facebook.com/events/154547935321390/,,,,
Black Mountain,Town Square,NC,US,2018-01-20,FB: 117,117,,117,,,general protestors,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/black-mountain-womens-march,https://www.facebook.com/events/174988803254497/,,,,
Bloomington,,IL,US,2018-01-20,dozens,24,,24,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.star-telegram.com/news/politics-government/national-politics/article195768829.html,http://wglt.org/post/bloomington-normal-women-march-progressive-agenda#stream/0,,,,
Bloomington,Monroe County Courthouse,IN,US,2018-01-20,a few hundred,200,,200,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.idsnews.com/article/2018/01/womens-march-2018-makes-its-way-to-bloomington,,,,,
Bloomsburg,town fountain at Main and Market,PA,US,2018-01-20,estimated 150,150,,150,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-bloomsburg,http://wnep.com/2018/01/20/womens-march-in-bloomsburg-one-year-later/,https://www.newsitem.com/articles/power-of-voting-emphasized-at-womens-rally-in-bloomsburg/,http://www.dailyitem.com/news/local_news/bloom-rally-calls-for-power-to-the-polls/article_b4c6672a-a641-542e-8fca-ac76fa333cf6.html,,
Bozeman ,outside MSU’s Strand Union Building,MT,US,2018-01-20,roughly 1300,1300,,1300,,,Big Sky Rising,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2165978163416142/,https://www.bozemandailychronicle.com/news/one-year-on-women-march-again-for-equality-representation/article_dead0dff-2905-546d-bd06-199538cf724c.html,,,,
Brattleboro,Pliny Park,VT,US,2018-01-20,,,,,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,"http://www.reformer.com/stories/gathering-in-solidarity-to-stand-up-for-change,530047?",,,,,
Bristol,Historic Bristol sign,VA,US,2018-01-20,100,100,,100,,,general protestors,Empower Voters to Support Women's Rights,1,1,Rally,0,0,0,0,1,1,http://www.heraldcourier.com/news/gather-in-bristol-to-support-national-women-s-march/article_f1fff1ef-a874-533b-ad71-265dea361c9d.html,https://actionnetwork.org/events/bristol-virginessee-womens-march,,,,
Brookings,619 Chetco Avenue,OR,US,2018-01-20,FB: 32,32,,32,,,Brookings-Harbor Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/402103546897215/,,,,,
Broomfield,Broomfield Library,CO,US,2018-01-20,about 400,400,,400,,,Broomfield County Democrats,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/broomfield-county-democrats/,http://www.dailycamera.com/broomfield-news/ci_31607874/hundreds-turn-out-broomfield-show-passion-resistance-still?source=rss,,,,
Browning,,MT,US,2018-01-20,,,,,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.greatfallstribune.com/story/news/2018/01/20/thousands-attend-democracy-rallies-around-state/1051327001/,,,,,
Brownsville,Washington Park,TX,US,2018-01-20,about 200,200,,200,,,March On Texas-Awesome Women in Action Chapter,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/2048044305442878/,http://www.brownsvilleherald.com/news/local/demonstrators-celebrate-anniversary-of-women-s-march/article_d82be290-fe5a-11e7-aa2b-6356dceb8e90.html,,,,
Brunswick,,ME,US,2018-01-20,na,150,,200,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/photo.php?fbid=10155512044359139&set=a.38250844138.48719.679339138&type=3&theater,web form,,,,
Burbank,Chandler Bikeway at Mariposa,CA,US,2018-01-20,FB: 296,296,,296,,,Burbank Women's March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/139816826705039/,,,,,
Butte,,MT,US,2018-01-20,,,,,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.greatfallstribune.com/story/news/2018/01/20/thousands-attend-democracy-rallies-around-state/1051327001/,http://www.kxlf.com/story/37308275/butte-activists-celebrate-first-anniversary-of-womens-march,,,,
Cambridge,Cambridge Common Historic District,MA,US,2018-01-20,up to 10000,10000,,10000,,,the January Coalition,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/862995990536253/,https://www.bostonglobe.com/metro/2018/01/20/women-march-will-mark-anniversary-trump-inauguration/SDC6cUhZFDpLFZuVZkrqlL/story.html?event=event25,,,,
Canon City,,CO,US,2018-01-20,FB: 4 ,4,,4,,,Women's March On Canon City,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/196952110860035/,,,,,
Canton,Unitarian Universalist Church on Main Street,NY,US,2018-01-20,about 150,150,,150,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,http://www.watertowndailytimes.com/news03/hundreds-rally-in-support-of-womens-movement-in-watertown-canton-20180121,,,,,
Carbondale,The Goat Kitchen Bar,CO,US,2018-01-20,roughly 500,500,,500,,,Women's March Carbondale,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1755824881154780/,https://www.postindependent.com/news/hundreds-turn-out-for-carbondales-sister-womens-march/,,,,
Carbondale,Civic Center,IL,US,2018-01-20,several hundred; more than 1000,200,,1000,,,Women United Network,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/201418973738325,http://thesouthern.com/news/local/communities/carbondale/several-hundred-attend-women-s-march-in-downtown-carbondale/article_591afb9d-1667-59f3-a76f-db991aec4a92.html,,,,
Carlisle,Old Carlisle Courthouse,PA,US,2018-01-20,,10,,10,,,Women's March Carlisle,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-in-carlisle-pa,http://cumberlink.com/news/local/multimedia/photo_galleries/photos-carlisle-women-s-march/collection_dc558e03-a542-58d6-8cd5-071fdf4c97ca.html#6,http://cumberlink.com/news/local/multimedia/photo_galleries/photos-carlisle-women-s-march/collection_dc558e03-a542-58d6-8cd5-071fdf4c97ca.html#1,,,
Carpinteria,Seal Fountain; Linden Avenue,CA,US,2018-01-20,nearly 400,400,,400,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://actionnetwork.org/events/womens-march-carpinteria-2018,http://www.coastalview.com/news/gal-vanized-carpinteria-women-s-march-draws/article_f376abe2-ffbe-11e7-8a44-57d2225a5708.html,,,,
Casa Grande,Peart Park,AZ,US,2018-01-20,FB: 83,83,,83,,,Women's March Anniversary Event in Pinal County,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/133712343944883/,,,,,
Casper,downtown,WY,US,2018-01-20,at least 350,350,,350,,,Women's March Reboot,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://marchonthepolls.org/event/Womens-March-Reboot/,http://trib.com/news/local/casper/women-s-march-demonstrators-find-even-more-reasons-to-march/article_06306dbf-2840-53ef-8b68-19edf4e5c364.html,https://www.facebook.com/events/749324518595628/,,,
Charleston,Brittlebank Park,SC,US,2018-01-20,about 2000; about 3500,2000,,3500,,,"Indivisible Charleston and Women's March on Washington - South Carolina, Women's March on Washington - South Carolina",Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/261875177676684/,http://www.wbtv.com/story/37311063/thousands-rally-for-electoral-justice-celebrate-womens-march-in-charleston,https://www.postandcourier.com/news/one-year-after-trump-s-inauguration-second-women-s-march/article_e18ce1f4-fe28-11e7-948d-53772fb02991.html,,,
Charleston,State Capitol,WV,US,2018-01-20,roughly 100,100,,100,,,West Virginia National Organization for Women,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,http://www.register-herald.com/news/women-s-march-anniversary-events-set-for-this-weekend/article_c9da4fd0-fbd8-11e7-8034-6b4703d49c80.html,https://www.wvgazettemail.com/news/politics/citizens-activists-gather-at-wv-capitol-for-women-s-rally/article_f28d9454-1d77-59ac-9fdc-c3fbf1c37aa8.html,,,,
Charlotte,First Ward Park,NC,US,2018-01-20,more than 5000,5000,,5000,,,Charlotte Women’s March,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://charlottewomensmarch.org/2017/12/17/save-the-date/,http://www.charlotteobserver.com/news/local/article192381944.html,http://www.charlotteobserver.com/news/local/article195744414.html,,,
Chattanooga,Coolidge Park,TN ,US,2018-01-20,"thousands; an estimated 3,000 people",2000,,3000,,,Chattanooga Women's March 2018,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1531901463593817/,http://www.timesfreepress.com/news/local/story/2018/jan/20/thousands-demonstrators-take-part-womens-marc/461722/,,,,
Cheyenne,Cheyenne Depot Plaza,WY,US,2018-01-20,"750 to 1,000; 500 give or take",500,,1000,,,Wyoming Women March For Equality,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/191437214745593/,https://www.wyomingnews.com/news/local_news/hundreds-march-in-cheyenne-to-show-solidarity-during-trump-administration/article_74d805ae-fe76-11e7-8151-9b2b35834c33.html,http://kgab.com/hundreds-join-wyoming-womens-march-in-cheyenne-video/,,,
Chicago,Downtown,IL,US,2018-01-20,"about 300,000; at least 300,000",300000,,300000,,,Women's March Chicago,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/1125978860870077/,http://abc7chicago.com/politics/about-300k-attend-2nd-womens-march-chicago-exceeding-last-year-organizers-say/2970801/,http://www.chicagotribune.com/news/local/breaking/ct-met-womens-march-draws-thousands-012018-story.html,,https://heavy.com/news/2018/01/womens-march-numbers-2018-attendance-turnout-by-city/,
Chico,downtown plaza,CA,US,2018-01-20,"thousands; estimated 5,000",2000,,5000,,,Women's March on Chico,Empower Voters to Support Women's Rights,1,1,March,0,0,0,0,1,1,https://www.facebook.com/events/512300375818717/,http://media.chicoer.com/2018/01/20/photos-womens-march-on-chico-2018/#1,https://www.sfgate.com/bayarea/article/Bay-Area-women-march-to-oppose-Trump-and-his-12512328.php,,,
Christiansted,Fort Christian,VI,US,2018-01-20,75-100,75,,100,,,general protestors,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,web form,,,,,
Cincinnati,National Underground Railroad Freedom Center,OH,US,2018-01-20,estimated 10000; estimated 10000 to 12000,10000,,12000,,,United We Stand Cincinnati,Empower Voters to Support Women's Rights,1,1,march,0,0,0,0,1,1,https://www.facebook.com/events/134129797272058/permalink/137580580260313/,https://www.cincinnati.com/story/news/politics/2018/01/20/cincinnati-womens-march-latest-updates/1047797001/,https://www.wcpo.com/news/local-news/hamilton-county/cincinnati/thousands-of-activists-march-for-different-causes-downtown,,,
Cleveland,Public Square; city hall,OH,US,2018-01-20,"7,000-10,000",7000,,10000,,,Women’s March Northeast Ohio,Empower Voters to Support Women's Rights,1,1,march; rally,0,0,0,0,1,1,https://www.news5cleveland.com/news/local-news/oh-cuyahoga/second-annual-womens-march-in-cleveland-expected-to-attract-thousands,http://www.cleveland19.com/story/37310028/thousands-gather-for-womens-march-in-cleveland,https://heavy.com/news/2018/01/womens-march-numbers-2018-attendance-turnout-by-city/,,,
