CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Source4,Misc
Fort Pierce,Seaway Drive,FL,US,2017-04-22,more than 200,200,200,200,220,180,general protesting,March for Science,1,march,0,0,0,0,1,1,http://www.tcpalm.com/picture-gallery/news/local/st-lucie-county/2017/04/22/treasure-coast-march-for-science-in-fort-pierce/100785758/,,,,
Fort Smith,Ross Pendergraft Park,AR,US,2017-04-22,,,,,,,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://www.swtimes.com/news/20170423/march-for-science-rally-in-fort-smith-celebrates-earth-day,,,,
Fort Walton Beach,Emerald Coast Science Center,FL,US,2017-04-22,more than 300,300,300,300,330,270,general protesting,March for Science,1,march,0,0,0,0,1,1,http://www.nwfdailynews.com/news/20170423/a-celebration-of-science,,,,
Fort Worth,outside the University of North Texas Health Science Center; march down West 7th Street and Camp Bowie Boulevard,TX,US,2017-04-22,more than 1000,1000,1000,1000,1100,900,general protestors,March for Science,1,march; rally,,,,,1,1,http://www.star-telegram.com/news/local/community/fort-worth/article146197334.html,,,,
Fresno,Radio Park to Blackstone Avenue,CA,US,2017-04-22,estimated 1000,1000,1000,1000,1100,900,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.nbclosangeles.com/news/local/Thousands-Californians-Expected-Join-March-Science-420152204.html,http://www.fresnobee.com/news/local/article146241629.html,,,
Fullerton,Fullerton City Hall,CA,US,2017-04-22,"about 1000; 2,000",1000,1450,2000,1100,1800,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.nbclosangeles.com/news/local/Thousands-Californians-Expected-Join-March-Science-420152204.html,http://www.ocregister.com/2017/04/22/thousands-gather-in-southern-california-as-part-of-march-for-science/,https://dailytitan.com/2017/04/over-a-thousand-marched-downtown-fullerton-nationwide-march-science/,online submission,
Gainesville,,FL,US,2017-04-22,More than a thousand,1000,1000,1000,1100,900,general protestors,March for Science,1,,,,,,1,1,http://www.houstonchronicle.com/news/science/article/The-Latest-March-for-Science-attracts-thousands-11091330.php,,,,
Geneva,Geneva Metra Station to Island Park,IL,US,2017-04-22,about 300,300,300,300,330,270,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/events/148464515677520,http://www.chicagotribune.com/suburbs/aurora-beacon-news/news/ct-geneva-science-march-photo-gallery-20170422-photogallery.html,,,
Georgetown,Historic Courthouse,TX,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/events/757140921107400/,,,,
Gouldsboro,"Peninsula School parking lot, 71 Main St.",ME,US,2017-04-22,na,27,27,27,30,24,general protestors,March for Science,1,march,0,0,0,0,1,1,http://mainepublic.org/post/more-1000-march-statewide-support-science#stream/0,https://www.facebook.com/events/727132587493580/,,,
Grand Forks,University Park,ND,US,2017-04-22,hundreds,200,200,200,220,180,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://www.grandforksherald.com/news/4255279-hundreds-grand-forks-join-worldwide-rallies-science,,,,
Grand Junction,to Lincoln Park,CO,US,2017-04-22,around 750,750,750,750,825,675,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.westernslopenow.com/news/local-news/march-for-science/697909487,,,,
Grand Marais,,MN,US,2017-04-22,estimated 165,165,165,165,182,149,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.startribune.com/thousands-expected-at-minnesota-s-march-for-science/420145923/,http://www.boreal.org/2017/04/22/140239/march-for-science-a-success,,,
Grand Rapids,downtown,MI,US,2017-04-22,hundreds,200,200,200,220,180,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.mlive.com/news/grand-rapids/index.ssf/2017/04/hundreds_rally_in_name_of_scie.html,,,,
Grand Rapids,downtown,MN,US,2017-04-22,more than 130,130,130,130,143,117,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.grandrapidsmn.com/news/marching-to-show-support-for-accessible-science/article_9606f6c8-2a86-11e7-b811-c3962aa34d63.html,,,,
Grants Pass,Riverside Park; 304 East Park Street,OR,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,,,,,1,1,https://www.risestronger.org/events/march-for-science-grants-pass,,,,
Grass Valley,downtown,CA,US,2017-04-22,about 150,150,150,150,165,135,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/NevadaCountyMarch/posts/1847318982184999,,,,
Great Barrington,W.E.B. Dubois River Park,MA,US,2017-04-22,nearly 200; 180,180,189,200,198,180,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://theberkshireedge.com/river-walk-demonstration-supports-national-march-for-science/,,,,
Great Falls,University of Great Falls campus,MT,US,2017-04-22,more than 200,200,200,200,220,180,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.krtv.com/story/35218394/university-of-great-falls-holds-march-for-science,,,,
Green Bay,"City Deck, march along Fox River",WI,US,2017-04-22,nearly 450,450,450,450,495,405,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.greenbaypressgazette.com/story/news/2017/04/22/hundreds-turn-out-march-science-green-bay/100697728/,,,,
Greensboro,Governmental Plaza,NC,US,2017-04-22,nearly 1000,1000,1000,1000,1100,900,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.journalnow.com/news/local/triad-residents-join-global-protests-to-show-of-support-for/article_84749f8e-122c-53c6-805d-4dec92054b88.html,http://www.greensboro.com/news/local_news/march-for-science-draws-crowd-to-downtown-greensboro/article_2c79eeb9-3756-572e-8947-109b477a1ba9.html,http://yesweekly.com/no-planet-b-greensboros-march-for-science/,,
Greenville,ONE City Plaza,SC,US,2017-04-22,a few hundred,200,200,200,220,180,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://www.greenvilleonline.com/story/news/local/2017/04/22/march-science-greenville-draws-many-earth-day/100781506/,,,,
Gunnison,"corner of Legion Park, at Teller Street and Tomichi Avenue",CO,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/events/1847787002120799/,,,,
Hanford,the corners at a busy Lacey Boulevard and 12th Avenue,CA,US,2017-04-22,about 15,15,15,15,17,14,general protestors,March for Science,1,demonstration,0,0,0,0,1,1,http://www.mylemooreleader.com/148343,,,,
Hanford,,CA,US,2017-04-22,,,,,,,Service Employees International Union,send message to Rep. David Valadao,1,protest,0,0,0,0,0,1,http://www.mylemooreleader.com/148344,,,,
Hartford,Mortensen Riverfront Plaza,CT,US,2017-04-22,more than 1200,1200,1200,1200,1320,1080,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://www.courant.com/breaking-news/hc-march-for-science-20170420-story.html#nt=oft12aH-1la1,http://dailycampus.com/stories/2017/4/24/uconn-students-and-faculty-participate-in-march-for-science,,,
Hastings,Ninth St. to Burlington Ave  to campus along Seventh St; Hazelrigg Student Union; Hastings College,NE,US,2017-04-22,around 50,50,50,50,55,45,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.hcmediaonline.org/march-for-science-rallies-community-together-for-earth-day/,,,,
Hattiesburg,,MS,US,2017-04-22,,,,,,,general protestors,March for Science; Women's March,1,march,0,0,0,0,1,1,https://www.usnews.com/news/best-states/mississippi/articles/2017-04-22/science-marches-planned-in-3-mississippi-cities,http://www.wdam.com/story/35218248/womens-march-for-progress-in-hattiesburg,,,
Hawley,,PA,US,2017-04-22,,,,,,,general protestors,March for Science,1,march; costume parade,,,,,1,1,http://www.hawleyearthfest.com/schedule/wildhawleyparade/,,,,
Hayward,the Hayward Shoreline Interpretive Center,CA,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,,,,,1,1,http://www.mercurynews.com/2017/04/22/march-for-science-gets-underway-in-bay-area-with-thousands-marching-in-san-jose/,,,,
Helena,Memorial Park,MT,US,2017-04-22,about 600,600,600,600,660,540,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://mtstandard.com/news/state-and-regional/about-gather-in-helena-for-march-for-science/article_b7f00852-b4ea-5fda-ae9a-d69684f2c86c.html,,,,
Hemet,,CA,US,2017-04-22,perhaps 40 or 50,40,45,50,44,45,general protestors,March for Science,1,march,0,0,0,0,1,1,http://geotripper.blogspot.com/2017/04/why-science-matters-march-for-science.html,,,,
Hilo,procession of the annual Merrie Monarch Royal Parade,HI,US,2017-04-22,100,100,100,100,110,90,general protestors,March for Science,1,march,0,0,0,0,0,1,http://bigislandnow.com/2017/04/24/students-teachers-scientists-demonstrate-in-hilo/,,,,
Homer,Homer High School parking lot to Pioneer Avenue to Homer Council on the Arts,AK,US,2017-04-22,,,,,,,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,https://www.facebook.com/events/269062116864436/,,,,
Honolulu,University of Hawaii at Manoa; outside Bachman Hall; march Dole and going down University Ave. to King St; Old Stadium Park,HI,US,2017-04-22,about 1000,1000,1000,1000,1100,900,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://khon2.com/2017/04/21/lane-closures-planned-for-uh-manoas-march-for-science/,,,,
Houghton,,MI,US,2017-04-22,na,427,427,427,470,384,general protestors,March for Science,1,,,,,,1,1,https://twitter.com/slhealy/status/855962570997542913,https://twitter.com/slhealy/status/855964206226649090,,,
Houston,from Sam Houston Park to City Hall,TX,US,2017-04-22,as many as 15000,15000,15000,15000,16500,13500,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.chron.com/houston/article/Thousands-of-Houston-scientists-expected-to-march-11090649.php,,,,
Hudson,,FL,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/march4scienceHudsonFL/,,,,
Huntington,Heritage Station to City Hall,WV,US,2017-04-22,around 300,300,300,300,330,270,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.wvgazettemail.com/news-politics/20170422/hundreds-turn-out-for-science-marches-in-morgantown-huntington,http://www.herald-dispatch.com/news/local-science-march-joins-global-movement/article_e6873a50-fe8e-5f78-bb8c-786fcbf4396a.html,,,
Huntsville,march ended at U.S. Space & Rocket Center,AL,US,2017-04-22,na,1100,1100,1100,1210,990,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.al.com/news/huntsville/index.ssf/2017/04/best_signs_from_huntsvilles_ma.html,http://www.citizen-times.com/story/news/local/2017/04/22/march-science-brings-thousands-asheville-streets/100781180/,,,
Idaho Falls,Snake River Landing pier,ID,US,2017-04-22,na,413,413,413,454,372,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,https://www.facebook.com/March4ScienceIF/posts/1857689757839204,,,,
Independence,First Ward Park,IA,US,2017-04-22,about 2 dozen,24,24,24,26,22,Sustainable Independence,March for Science,1,march,0,0,0,0,1,1,http://www.communitynewspapergroup.com/independence_bulletin_journal/earth-day/article_47e3275c-300b-11e7-9e89-2f1b3c999ac2.html,,,,
Indianapolis,behind the statehouse,IN,US,2017-04-22,"several thousand; estmated 10,000",3000,6150,10000,3300,9000,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://www.indystar.com/story/news/2017/04/22/thousands-indy-rally-say-yes-science-no-trump/100785198/,http://www.idsnews.com/article/2017/04/protesters-march-for-science-in-indianapolis,,,
Indio,,CA,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.usatoday.com/story/life/music/2017/04/23/coachella-crowds-march-science-chill-bon-iver-weekend-2/100819522/,,,,
Iowa City,"the Pentacrest; walk along Clinton Street to Jefferson Street, east to South Gilbert Street then west along Iowa Avenue ",IA,US,2017-04-22,na,400,445,500,440,450,UI's Astronomy Club,March for Science,1,march; rally,0,0,0,0,1,1,http://www.press-citizen.com/story/news/local/2017/04/22/iowa-city-march-science-draws-hundreds-who-support-quest-knowledge-facts/305946001/,,,,
Ithaca,Ithaca Commons,NY,US,2017-04-22,over 500,500,500,500,550,450,general protestors,March for Science,1,rally,0,0,0,0,1,1,https://ithacavoice.com/2017/04/hundreds-gather-ithaca-commons-first-march-science/,,,,
Jackson Hole,from the Home Ranch visitor center to Town Square,WY,US,2017-04-22,hundreds,200,200,200,220,180,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://planetjh.com/2017/04/23/celebrating-science-saying-its-real/,,,,
Jacksonville,Jacksonville Landing downtown,FL,US,2017-04-22,hundreds,200,200,200,220,180,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.firstcoastnews.com/news/local/science-not-silence-hundreds-gather-at-jacksonville-landing-for-march-for-science/433338355,,,,
Joplin,Main St,MO,US,2017-04-22,about 200,200,200,200,220,180,Green Alliance of Southwest Missouri,March for Science,1,march,0,0,0,0,1,1,http://www.joplinglobe.com/news/local_news/earth-day-marchers-celebrate-importance-of-science/article_8f6558a3-693b-5848-bc7d-421886055dc5.html,,,,
Juneau,outside Capitol Building; march to Juneau Douglas High School,AK,US,2017-04-22,some 300,300,300,300,330,270,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.ktoo.org/2017/04/21/march-science-alaska-communities-host-events-urge-stand-science/,http://juneauempire.com/news/2017-04-23/juneau-turns-out-march-science,,,
Kahului,University of Hawaiʻi Maui College Campus; along Kaʻahumanu Avenue,HI,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,,,,,1,1,http://mauinow.com/2017/04/20/maui-joins-march-for-science-events-on-earth-day-2017/,,,,
Kalamazoo,Michigan Avenue to Rose Street to Bronson Park,MI,US,2017-04-22,hundreds,200,200,200,220,180,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://wtvbam.com/news/articles/2017/apr/23/they-marched-for-science-in-kalamazoo/,,,,
Kansas City,"Washington Square Park, at Pershing Road and Grand Boulevard",MO,US,2017-04-22,hundreds; about 3000,200,1460,3000,220,2700,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://fox4kc.com/2017/04/22/hundreds-in-kansas-city-join-worldwide-effort-to-march-for-science/,http://www.kansascity.com/news/local/article146194499.html,,,
Kearney,University of Nebraska at Kearney; the MONA,NE,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,http://nebraska.tv/news/local/lovers-of-science-marched-through-the-streets-of-kearney,,,,
Kelso Depot,Mojave National Preserve; 90942 Kelso Cima Rd,CA,US,2017-04-22,,,,,,,general protestors,March for Science,1,march,0,0,0,0,1,1,https://www.facebook.com/groups/sciencemarchkelso/,,,,
Kennewick,,WA,US,2017-04-22,,,,,,,general protestors,March for Science,1,march; rally,,,,,1,1,http://www.seattletimes.com/seattle-news/science/seattle-march-for-science-draws-thousands-on-earth-day-including-a-nobel-prize-winner/,,,,
Kenosha,30th Ave in front of Gateway Technical College,WI,US,2017-04-22,over 250,250,250,250,275,225,Forward Kenosha,March for Science,1,march,0,0,0,0,1,1,https://www.wgtd.org/news/world-wide-march-science-has-kenosha-component,,,,
Ketchikan,Wolff Point to Ketchikan Visitors' Bureau ,AK,US ,2017-04-22,,,,,,,general protestors,March for Science,1,march,,,,,1,1,http://www.sitnews.us/0417News/042117/042117_celebrate_earth_day.html,https://www.krbd.org/2017/04/20/local-group-organizes-march-science/,,,
Klamath Falls,,OR,US,2017-04-22,more than 100,100,100,100,110,90,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.heraldandnews.com/news/local_news/local-groups-plant-interest-in-earth-day/article_258760fd-2691-5821-9315-63e6b5d9a8e7.html,,,,
Knoxville,"march began with rally in front of Ayres Hall at University of Tennessee, before across World’s Fair Park to John Duncan Federal Office Building downtown",TN,US,2017-04-22,over 300,300,300,300,330,270,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.knoxnews.com/story/news/local/2017/04/22/hundreds-brave-rain-knoxville-march-science/100738038/,,,,
La Crosse,Weigent Park,WI,US,2017-04-22,over 250,250,250,250,275,225,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://lacrossetribune.com/news/local/march-for-science-makes-a-statement-on-earth-day/article_7791d9b9-c146-5eb5-b08b-5108dc00aaf6.html,,,,
Lafayette,Riehle Plaza,IN,US,2017-04-22,na,400,400,400,440,360,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.reporter.net/opinion/why-so-many-people-felt-the-need-to-march-for/article_047143a9-0de4-52e3-88d9-0ee2a3dcc7dc.html,,,,
Lafayette,Cajundome Blvd,LA,US,2017-04-22,around 200,200,200,200,220,180,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://www.thenewsstar.com/picture-gallery/news/local/louisiana/2017/04/22/photos--thousands-come-out-across-louisiana-to-march-for-science/100786490/,http://www.katc.com/story/35219955/lafayettes-march-for-science-draws-a-couple-hundred,,,
Lake Havasu City,"McCulloch Boulevard, across the London Bridge and back again",AZ,US,2017-04-22,more than 70,70,70,70,77,63,general protestors,March for Science,1,march,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/arizona-science/2017/04/21/march-science-events-expected-draw-thousands-arizona/100749772/,,http://www.havasunews.com/news/march-for-science-challenges-trump-administration-environmental-cuts/article_89ce2fdc-27e5-11e7-8297-af19ca61355a.html,,
Lakeland,"Munn Park, and later marched around Lake Mirror",FL,US,2017-04-22,more than 120,120,120,120,132,108,general protestors,March for Science,1,march; rally,0,0,0,0,1,1,http://yoursun.com/sunnews/winterhavensun/12655787-699/story.html.csp,,,,
Lancaster,Penn Sq,PA,US,2017-04-22,nearly 200,200,200,200,220,180,general protestors,March for Science,1,rally,0,0,0,0,1,1,http://lancasteronline.com/news/local/march-for-science-protesters-fill-penn-square-science-is-integral/article_e94df990-2788-11e7-badc-db3f01b14674.html,,,,
Lansing,Capitol grounds,MI,US,2017-04-22,2500 or so,2500,2500,2500,2750,2250,general protestors,March for Science,1,,,,,,1,1,http://www.lansingstatejournal.com/story/news/local/2017/04/22/march-science-lansing-draws-2500/100787350/,,,,
