City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,
Carbondale,S. Illinois University,IL,US,2018-04-11,,,,,,,general protestors,Protesting state budget decisions,0,protest,0,0,0,0,1,1,http://www.wpsdlocal6.com/2018/04/11/students-protest-siu-decision-send-money-edwardsville-campus/,,,,,
Chandler,Humphrey Elementary School,AZ,US,2018-04-11,,,,,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/Arizona-teachers-in-red-shirts-protested-outside-schools-to-show-solidarity-in-their-demand-for-higher-salaries/id-05096ff4cb9e44a495bdb957b7a130d6,,,,,
Cincinnati,Taft High School,OH,US,2018-04-11,,,,,,,general protestors,Protesting proposal to bring MLS team to city,0,protest,0,0,0,0,1,1,https://www.citybeat.com/news/blog/21000556/groups-protest-stadium-in-west-end-as-pieces-fall-into-place-for-fc-cincinnati,,,,,
Corvallis,Benton County Fairgrounds,OR,US,2018-04-11,about 50,50,,50,,,general protestors,Protesting circus for animal abuse,0,protest,0,0,0,0,1,1,http://www.gazettetimes.com/news/local/animal-rights-protesters-picket-circus/article_44d4f841-3aec-5657-9968-a4b1f3d82182.html,,,,,
Des Moines,State Capitol,IA,US,2018-04-11,,,,,,,general protestors,Protesting anti-immigrant bill,1,protest,0,0,0,0,1,1,http://whotv.com/2018/04/11/protesters-rally-at-capitol-to-oppose-new-law-banning-sanctuary-cities/,,,,,
Flint,Westbound I-69,MI,US,2018-04-11,,,,,,,Flint Lives Matter,Protesting end of bottled water for Flint residents,0,protest,0,0,0,0,1,1,http://nbc25news.com/news/local/flint-water-protesters-block-all-lanes-of-wb-i-69-in-flint-during-rush-hour,,,,,
Gainesville,Fiat Center,FL,US,2018-04-11,FB: 11,11,,11,,,general protestors,Protesting abortion,2,protest,0,0,0,0,1,1,https://www.facebook.com/events/202774320486485/,,,,,
Glendale,High School,AZ,US,2018-04-11,about 50,50,,50,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/Arizona-teachers-in-red-shirts-protested-outside-schools-to-show-solidarity-in-their-demand-for-higher-salaries/id-05096ff4cb9e44a495bdb957b7a130d6,,,,,
Greenfield,Baystate Franklin Medical Center,MA,US,2018-04-11,,,,,,,Nurses,Labor protest,0,protest,0,0,0,0,1,1,http://www.recorder.com/Nurses-strike-for-second-time-in-year-and-a-half-labor-dispute-with-Baystate-Franklin-Medical-Center-16789783,,,,,
Harrisburg,State Capitol,PA,US,2018-04-11,FB: 28,28,,28,,,CeaseFire PA,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1778536952197902/,,,,,
Jasper,Jasper County Courthouse,TX,US,2018-04-11,FB: 7,7,,7,,,general protestors,Protesting child abuse,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/223811168354488/,,,,,
Jefferson City,State Capitol,MO,US,2018-04-11,FB: 50,50,,50,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,1,1,https://www.facebook.com/events/556132208092689/,,,,,
Kailua,Royal Kona Resort,HI,US,2018-04-11,a few dozens,24,,24,,,Hotel Employees,Labor protest,0,protest,0,0,0,0,1,1,http://www.westhawaiitoday.com/2018/04/12/hawaii-news/rally-at-royal-kona-resort/,,,,,
Kansas City,State Capitol,MO,US,2018-04-11,,,,,,,Kansas/Missouri Dream Alliance,Protesting anti-immigrant bill,1,protest,0,0,0,0,1,1,http://fox4kc.com/2018/04/11/dreamers-rally-at-missouri-capital-against-bill-to-cut-in-state-tuition-for-undocumented-students/,,,,,
Lansing,State Capitol,MI,US,2018-04-11,more than 50,50,,50,,,Michigan United,Protesting end of bottled water for Flint residents,0,protest,0,0,0,0,1,1,https://www.cnn.com/2018/04/11/us/flint-michigan-water-rally/index.html,http://www.mlive.com/news/flint/index.ssf/2018/04/upset_flint_residents_head_to.html,,,,
Lansing,State Capitol,MI,US,2018-04-11,,,,,,,Citizens for Prison Reform,Rallying for prison reform,0,rally,0,0,0,0,1,1,http://www.wilx.com/content/news/Capitol-rally-calling-for-prison-reform-479441553.html,,,,,
Laredo,McNaboe Park,TX,US,2018-04-11,dozens,24,,24,,,general protestors,Protesting domestic violence  ,0,protest,0,0,0,0,1,1,https://www.lmtonline.com/local/article/Vigil-honors-slain-mother-child-12827561.php,,,,,
Las Cruces,E. University Ave.,NM,US,2018-04-11,150 to 200,150,,200,,,general protestors,Protesting appearance from AG Sessions,1,protest,0,0,0,0,1,1,https://www.lcsun-news.com/story/news/local/2018/04/11/protest-jeff-sessions-las-cruces-visit/504814002/,,,,,
Los Angeles,Hall of Justice,CA,US,2018-04-11,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Los Angeles,,CA,US,2018-04-11,,,,,,,general protestors,protest killing of bicyclist,0,vigil,0,0,0,0,1,1,https://www.nbclosangeles.com/news/local/Bike-Protest-LAPD-Headquarters-Death-Pedestrian-479756253.html,,,not clear from source if some violence took place at vigil,,
Louisa,Lawrence County High School,KY,US,2018-04-11,several dozen,24,,24,,,Teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.wsaz.com/content/news/Teachers-rally-in-Lawrence-County-Kentucky--479465223.html,,,,,
Miami,Brickell Ave.,FL,US,2018-04-11,dozens,24,,24,,,general protestors,Protesting police shooting of Stephon Clark,0,protest,0,0,0,0,1,1,https://wsvn.com/news/local/liberty-city-parents-protest-gun-violence-shut-down-street-in-brickell/,,,,,
Montpelier,Statehouse,VT,US,2018-04-11,,,,,,,general protestors,Rallying for gun control,1,rally,0,0,0,0,1,1,https://www.burlingtonfreepress.com/story/news/politics/government/2018/04/11/vermont-gun-bills-governor-phil-scott-signs-laws-amid-protest/494166002/,,,,,
Montpelier,Statehouse,VT,US,2018-04-11,,,,,,,general protestors,Rallying for gun rights,2,rally,0,0,0,0,0,1,https://www.burlingtonfreepress.com/story/news/politics/government/2018/04/11/vermont-gun-bills-governor-phil-scott-signs-laws-amid-protest/494166002/,,,,,
New York,City Hall,NY,US,2018-04-11,dozens,24,,24,,,Riders Alliance,Rallying for subsidized public transportation,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/181441789317540/,http://bronx.news12.com/story/37935860/dozens-rally-to-demand-reduced-metrocards-for-working-poor,,,,
New York,Columbia University,NY,US,2018-04-11,FB: 38,38,,38,,,Columbia Stuents for Justice in Palestine,Protesting Israel's use of force against Palestinians,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/378205732659426/,,,,,
New York,Park Ave.,NY,US,2018-04-11,thousands,2000,,2000,,,Building workers,Labor protest,0,protest,0,0,0,0,1,1,http://abc7ny.com/finance/nyc-apartment-building-workers-hold-rally-to-push-for-new-contract/3329107/,https://nypost.com/2018/04/11/de-blasio-cuomo-do-best-to-avoid-each-other-at-union-rally/,,,,
Oakland,Impact Hub,CA,US,2018-04-11,about 400,400,,400,,,general protestors,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.mercurynews.com/2018/04/11/tom-steyer-impeachment-town-hall-oakland/,,,,,
Olathe,Olathe Northwest High School,KS,US,2018-04-11,,,,,,,Westbro Baptist Church,Protesting Olathe Northwest's Gender-Sexuality Alliance,0,Protest,0,0,0,0,1,1,http://www.godhatesfags.com/schedule.html,http://www.godhatesfags.com/fliers/20180210_Rescheduled-Olathe-NW-Shawnee-Mission-East-High-Schools.pdf,,,,
Oshkosh,University of Wisconsin-Oshkosh,WI,US,2018-04-11,,,,,,,Students for a Democratic Society ,Protesting US military involvement in Syria,1,protest,0,0,0,0,1,1,http://www.fightbacknews.org/2018/4/11/oshkosh-sds-holds-emergency-hands-syria-rally,,,,,
Palm Desert,Desert Civic Center Park,CA,US,2018-04-11,FB: 14,14,,14,,,Riverside County Family Justice Center,Rallying for crime victim's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/747195792143726/,,,,,
Pasadena,Pasadena City College,CA,US,2018-04-11,2,2,,2,,,general protestors,Rallying against abortion,0,rally,0,0,0,0,1,1,https://www.pasadenastarnews.com/2018/04/11/a-different-kind-of-walkout-some-pasadena-city-college-students-participate-in-nationwide-pro-life-protest/,,,,,
Philadelphia,Church of the Advocate,PA,US,2018-04-11,FB: 83,83,,83,,,Philadelphia for Good Cause,Rallying for renter's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/230551534177446/,,,,,
Phoenix,Tuscano Elementary School,AZ,US,2018-04-11,,,,,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/Arizona-teachers-in-red-shirts-protested-outside-schools-to-show-solidarity-in-their-demand-for-higher-salaries/id-05096ff4cb9e44a495bdb957b7a130d6,,,,,
Plaistow,Timberlane Regional School District headquarters ,NH,US,2018-04-11,about a dozen,12,,12,,,general protestors,Protesting teacher lay-offs,0,protest,0,0,0,0,1,1,http://www.eagletribune.com/news/a-dozen-students-parents-stage-protest-against-proposed-teacher-layoffs/article_edafe789-537d-5c49-b125-e3fb3f5ed502.html,,,,,
Pocklin,Rocklin High School,CA,US,2018-04-11,,,,,,,Students,Pro-life walk out,2,walk out,0,0,0,0,1,1,http://sacramento.cbslocal.com/2018/04/11/rocklin-high-abortion-walkout/,,,,,
Portland,City Hall,OR,US,2018-04-11,more than 50,50,,50,,,Portland's Reistance,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.koin.com/news/local/multnomah-county/beds-not-bullets-rally-against-ppb-wheeler-planned/1115794784,http://www.oregonlive.com/portland/index.ssf/2018/04/demonstrators_rally_at_portlan.html,,,,
Richmond,State Capitol,VA,US,2018-04-11,FB: 34,34,,34,,,general protestors,Rallying to expand medicaid,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/608413882829084/,,,,,
Rockledge,Classic Wood Flooring,FL,US,2018-04-11,dozens,24,,24,,,Scott Election Campaign,Campaign rally,2,rally,0,0,0,0,1,1,https://www.clickorlando.com/news/gov-scott-holds-rally-outside-sen-nelsons-hometown,,,,,
San Diego,San Diego Regional Quality Control Board ,CA,US,2018-04-11,,,,,,,Stop the Poop,Protesting poor sewage management,0,protest,,,,,1,1,http://www.cbs8.com/story/37932505/citizens-group-rallies-against-south-bay-sewage-spills,,,,,
San Diego,San Diego State University,CA,US,2018-04-11,about 100,100,,100,,,SDSU Sisster,Protesting sexual violence,0,protest,0,0,0,0,1,1,http://thedailyaztec.com/89441/news/students-take-part-in-notsilentbecause-rally-for-sexual-assault-awareness/,,,,,
Scottsdale,Pueblo Elementary School,AZ,US,2018-04-11,dozens,24,,24,,,Teachers,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.apnewsarchive.com/2018/Arizona-teachers-in-red-shirts-protested-outside-schools-to-show-solidarity-in-their-demand-for-higher-salaries/id-05096ff4cb9e44a495bdb957b7a130d6,,,,,
Springfield,Downtown,MA,US,2018-04-11,more than 100,100,,100,,,Police officers,Labor protest,0,protest,0,0,0,0,1,1,http://www.masslive.com/news/index.ssf/2018/04/off-duty_springfield_police_pr.html,,,,,
Storrs,University of Connecticut Campus,CT,US,2018-04-11,,,,,,,general protestors with the Violence Against Women Prevention Program,Take Back the Night,1,rally,0,0,0,0,1,1,http://dailycampus.com/stories/2018/4/12/take-back-the-night-empowers-sexual-assault-survivors,,,,,
Tempe,McClintock High School,AZ,US,2018-04-11,dozens,24,,24,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,https://www.12news.com/article/news/education/tempe-teachers-lead-redfored-demonstration-while-getting-their-jobs-done/75-537379664,,,,,
Toledo,One Government Center,OH,US,2018-04-11,about 20,20,,20,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,http://www.toledoblade.com/Police-Fire/2018/04/11/Protesters-march-in-Toledo-against-police-misconduct.html,,,,,
Vail,Cinega High School,AZ,US,2018-04-11,,,,,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://tucson.com/news/local/thousands-of-arizona-teachers-rally-as-tensions-rise-walkout-looms/article_174c7189-f090-541b-9bd1-f198b62bcad3.html,,,,,
Washington,11th St.,DC,US,2018-04-11,FB: 133,133,,133,,,Stop the Police Terror DC,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/1493208634134864/,,,,,
Waunakee,Rex's InnKeeper,WI,US,2018-04-11,,,,,,,general protestors,Protesting gun show,1,protest,0,0,0,0,1,1,http://www.wkow.com/story/37937952/2018/04/Wednesday/ar-15s-big-brother-raffled-off-in-waunakee-under-protest,,,,,
Wilkes-Barre,Victims Resource Center,PA,US,2018-04-11,,,,,,,general protestors,Rallying against sexual violence,0,rally,0,0,0,0,1,1,http://citizensvoice.com/news/national-crime-victims-rights-week-observed-with-march-rally-1.2324884,,,,,
Williamson,,WV,US,2018-04-11,more than 100,100,,100,,,general protestors,Protesting child abuse,0,protest,0,0,0,0,1,1,http://www.williamsondailynews.com/news/child-abuse-victims-honored-with-march-through-williamson/article_15c622ac-248a-5d70-9dd0-a015066d3043.html,,,,,
Albuquerque,Kirtland Air Force Base,NM,US,2018-04-12,,,,,,,general protestors,against U.S. military airstrikes in Syria,1,protest,0,0,0,0,1,1,https://www.peoplesworld.org/article/thousands-nationwide-protest-u-s-air-strikes-on-syria/,,,,,
Bowling Green,Western Kentucky University,KY,US,2018-04-12,,,,,,,Students,Rallying for higher education funding,0,rally,0,0,0,0,1,1,http://wkyufm.org/post/western-kentucky-university-students-rally-higher-education#stream/0,,,,,
Chicago,,IL,US,2018-04-12,,,,,,,general protestors,against U.S. military airstrikes in Syria,1,protest,0,0,0,0,1,1,https://www.peoplesworld.org/article/thousands-nationwide-protest-u-s-air-strikes-on-syria/,,,,,
Cincinnati,,OH,US,2018-04-12,,,,,,,general protestors,against gun violence,0,march,0,0,0,0,1,1,https://twitter.com/kwoodworth/status/984846915408887808,,,,,
Dayton,Hithergree Drive,OH,US,2018-04-12,more than 100,100,,100,,,general protestors,Protesting Issue 15 (about devlopment) on ballot,0,protest,0,0,0,0,1,1,https://www.mydaytondailynews.com/news/local/more-than-100-rally-against-washington-twp-ballot-issue-rezoning/1ro3EC9WgcAT9mvqa4GGSL/,,,,,
Downington,Central Church,PA,US,2018-04-12,FB: 26,26,,26,,,The Crime Victims Center of Chester County,Rallying for victims of violent crimes,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/1589060904516790/,,,,,
Hermitage,Municipal Building,PA,US,2018-04-12,FB: 7,7,,7,,,general protestors,Rallying for victims of violent crimes,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/2001045580155251/,,,,,
Huntington,Cinema Arts Centre,NY,US,2018-04-12,FB: 48,48,,48,,,Long Island for Peace,Rallying for peace,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/135374607277916/,,,,,
Jersey City,Journal Square,NJ,US,2018-04-12,,,,,,,Nurses,Protesting working conditions,0,protest,0,0,0,0,1,1,http://www.nj.com/jjournal-news/index.ssf/2018/04/alaris_health_nursing_home_wor.html,,,,,
Lansing,State Capitol,MI,US,2018-04-12,more than 50,50,,50,,,general protestors,Protesting Flint water crisis,0,protest,0,0,0,0,1,1,https://www.petoskeynews.com/news/state-region/flint-protesters-do-your-job-to-snyder-representative/article_f76224a1-f290-5773-9075-a54d262b49e5.html,,,,,
Las Vegas,Sands Expo and Convention Center,NV,US,2018-04-12,about 20,20,,20,,,The Alliance to Stop IP Violations,Protesting alleged IP theft,0,protest,0,0,0,0,1,1,https://www.reviewjournal.com/business/intellectual-property-concerns-draw-protesters-to-security-show/,,,,,
Lockhart,City Hall,TX,US,2018-04-12,,,,,,,HCWC,Rallying for victim's rights,0,rally,0,0,0,0,1,1,https://www.facebook.com/events/182401122397458/,,,,,
Beverly Hills,Beverly Gardens Park,CA,US,2018-04-12,,,,,,,Indivisible,Protesting Trump's immigration agenda,1,protest,0,0,0,0,1,1,https://twitter.com/indivisibleCA33/status/973341986169081856,,,,,
Los Angeles,,CA,US,2018-04-12,,,,,,,general protestors,against U.S. military airstrikes in Syria,1,protest,0,0,0,0,1,1,https://www.peoplesworld.org/article/thousands-nationwide-protest-u-s-air-strikes-on-syria/,,,,,
Louisville,DuPont Manual High School,KY,US,2018-04-12,about 200,200,,200,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,0,1,http://www.wdrb.com/story/37939994/schools-across-louisville-hold-walk-ins-to-protest-cuts-to-education-funding,,,,,
Louisville,Middletown Elementary,KY,US,2018-04-12,about 40,40,,40,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,0,1,http://www.wdrb.com/story/37939994/schools-across-louisville-hold-walk-ins-to-protest-cuts-to-education-funding,,,,,
Louisville,Southern High School,KY,US,2018-04-12,,,,,,,general protestors,Rallying for educational funding,0,rally,0,0,0,0,1,1,http://www.wdrb.com/story/37939994/schools-across-louisville-hold-walk-ins-to-protest-cuts-to-education-funding,,,,,
Minneapolis,University of Minnesota,MN,US,2018-04-12,about 15,15,,15,,,Students for a Democratic Society,Protesting militarization of police,0,protest,0,0,0,0,1,1,http://www.mndaily.com/article/2018/04/n-stadium-village-rally-calls-for-umpd-to-disarm,,,,,
Monticello,Government center,NY,US,2018-04-12,about 40,40,,40,,,Sullivan County employees,Rallying for higher wages,1,rally,0,0,0,0,1,1,http://www.recordonline.com/news/20180412/sullivan-county-employees-rally-for-higher-wages,,,,,
Montpelier,State Capitol,VT,US,2018-04-12,hundreds,200,,200,,,Students,Rallying for climate change action,1,rally,0,0,0,0,1,1,http://www.wcax.com/content/news/Students-Rally-for-the-Planet-at-Vt-Statehouse-479564963.html,,,,,
New Haven,Whitney Ave.,CT,US,2018-04-12,FB: 14,14,,14,,,general protestors,Protesting police brutality,0,protest,0,0,0,0,1,1,https://www.facebook.com/events/231128140960854/,,,,,
New York,Columbia University,NY,US,2018-04-12,about 20,20,,20,,,Students for Justice in Palestine,Rallying for Palestinians,0,rally,0,0,0,0,1,1,https://www.timesofisrael.com/anti-israel-protest-held-hold-opposite-holocaust-commemoration-at-columbia/,,,,,
New York,Flushing Meadows-Corona Park,NY,US,2018-04-12,dozens,24,,24,,,general protestors,Rallying for DREAM Act,1,rally,0,0,0,0,0,1,http://www.nydailynews.com/news/politics/sen-jose-peralta-activists-push-dream-act-queens-rally-article-1.3932689,,,,,
