CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,Source4,Source5
Wilmington,City Hall,NC,USA,2017-03-27,,6,6,6,7,5,Women Organizing Wilmington,oppose Trump budget,1,protest,0,0,0,0,1,1,http://www.wwaytv3.com/2017/03/27/women-organizing-wilmington-protest-proposed-cuts-to-pbs/,,,,,
Chicago,Belmont Cragin,IL,USA,2017-03-28,,20,20,20,22,18,general protesters,oppose ICE shooting,1,protest,0,0,0,0,1,1,http://chicago.suntimes.com/politics/activists-rally-outside-home-where-man-was-shot-by-ice-agent/,,,count from photos,,
Corning,Office of Rep. Tom Reed,NY,USA,2017-03-28,,28,28,28,31,25,arts supporters,support NEA and NEH funding,1,rally,0,0,0,0,1,1,http://www.ithacajournal.com/story/news/local/2017/03/28/arts-organizations-rally-support/99749990/,,,count from photos,,
Harrisburg,Capitol,FL,USA,2017-03-28,a few dozen,24,24,24,26,22,general protesters,support immigrants,1,rally,0,0,0,0,1,1,http://cumberlink.com/news/local/capital_region/immigration-supporters-rally-at-capitol/article_d52bdada-8748-55ec-9277-f569c5368e77.html,,,,,
LaCrosse,,WI,USA,2017-03-28,nearly 400,400,400,400,440,360,Interfaith Shoulder to Shoulder Network,"oppose racism, hate",1,rally,0,0,0,0,1,1,http://lacrossetribune.com/news/local/speaker-to-la-crosse-anti-hate-rally-presidential-campaign-unleashed/article_571dfb55-a796-5c5b-90cd-d16d7e31f5ca.html,,,,,
Laurel,Laurel High School,MT,USA,2017-03-28,more than 100,100,100,100,110,90,students,reinstate principal at school,0,march,0,0,0,0,1,1,http://www.ktvq.com/story/35013229/laurel-high-school-students-protest-to-support-fired-principal,,,,,
Missoula,University of Montana,MT,USA,2017-03-28,,120,120,120,132,108,Montana Associated Students; Association of Students of the University of Montana,support funding for higher education,0,rally,0,0,0,0,1,1,http://missoulian.com/news/local/university-of-montana-students-protest-higher-ed-cuts-support-restoration/article_2f472360-3951-5ee5-8b95-9780301731d0.html,,,,,
New York,Trinity Church,NY,USA,2017-03-28,dozens,24,24,24,26,22,Immigration advocates,end deportations,1,"march, rally",0,0,0,0,1,1,http://pix11.com/2017/03/29/immigration-advocates-hold-24-hour-rally-outside-trinity-church-to-protest-trump-refugee-ban/,http://www.fox5ny.com/news/244506972-story,,,,
Pittsburgh,Firstside park to Grant Building,PA,USA,2017-03-28,,150,150,150,165,135,general protesters,"against Trump, Toomey",1,march,0,0,0,0,1,1,http://www.pghcitypaper.com/Blogh/archives/2017/03/28/trump-puppet-highlights-pittsburghs-weekly-tuesdays-with-toomey-protest,,,,,
Sacramento,Sacramento County Youth Gym,CA,USA,2017-03-28,hundreds,200,200,200,220,180,General protesters,Against deportation,1,protest,0,0,0,0,1,1,http://www.sacbee.com/news/local/article141353198.html,,,,,
South Bend,Notre Dame campus,IN,USA,2017-03-28,,80,80,80,88,72,students,oppose Charles Murray speech,0,protest,0,0,0,0,1,1,http://www.southbendtribune.com/news/education/bell-curve-author-draws-protesters-at-notre-dame/article_39afc6ae-aabf-53a9-8705-dee79fb6acdf.html,,,,,
Tallahassee,Capitol,FL,USA,2017-03-28,dozens,24,24,24,26,22,"Florida Immigrant Coalition, Farmworker Association of Florida, Redland Christian Migrant Association, WeCount!, and Young American Dreamers",support immigrants,1,rally,0,0,0,0,1,1,http://www.wctv.tv/content/news/We-are-Florida-rally-held-at-the-Florida-Capital-417377773.html,,,,,
Vista,1800 Thibodo Rd,CA,US,2017-03-28,,,,,,,general protesters,"against President Trump, against U.S. Representative Darryl Issa",1,demonstration,,,,,1,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Vista,1800 Thibodo Rd.,CA,US,2017-03-28,,,,,,,general protesters,for President Trump,2,counter-protest,,,,,0,1,https://www.latimes.com/politics/la-pol-ca-issa-protest-20180425-htmlstory.html,,,,,
Boston,State House,MA,USA,2017-03-29,hundreds,200,200,200,220,180,general protesters,support arts funding,1,march,0,0,0,0,1,1,https://www.bostonglobe.com/arts/2017/03/28/arts-leaders-march-state-house-urge-more-support-for-culture/k1ttxpPu3hvtKappDff3zM/story.html,,,,,
Chattanooga,UTC Campus,TN,USA,2017-03-29,,50,50,50,55,45,UTC Activists for Equality,oppose firing of WUTC reporter,0,march,0,0,0,0,1,1,http://nooga.com/175629/students-protest-firing-of-wutc-reporter/,,,,,
Portland,City Hall,OR,USA,2017-03-29,,50,55,60,55,54,Black Lives Matter,"protest police shooting of Quanice Hayes, oppose police brutality, Black Lives Matter",0,rally,6,0,0,0,1,1,https://www.usnews.com/news/best-states/oregon/articles/2017-03-29/portland-police-detain-people-in-downtown-protest,http://koin.com/2017/03/29/city-council-to-meet-1st-time-since-profane-protesters/,,,,
Washington,Capitol,DC,USA,2017-03-29,more than two dozen,24,24,24,26,22,Bread for the World; National African American Clergy,"oppose budget cuts for programs to protect the poor and the environment, provide foreign aid and fund the Justice Department’s civil rights division",1,protest,0,0,0,0,1,1,http://religionnews.com/2017/03/29/at-us-capitol-christians-protest-budget-cuts/,,,,,
Albany,Albany High School,CA,USA,2017-03-30,Several Hundreds,200,200,200,220,180,High school students,protest the inaction of school officials against the kids who posted the racist images of fellow students,0,Protest;Rally,0,0,0,0,1,1,http://www.sfgate.com/crime/article/Albany-High-students-stage-sit-in-following-third-11040138.php,,,,,
Boston,State House,MA,USA,2017-03-30,about two dozen,24,24,24,26,22,General protesters,oppose anti-Transgender bus,1,Protest,0,0,0,0,1,1,http://www.fosters.com/news/20170330/anti-transgender-bus-sparks-protest-in-boston,https://www.washingtonpost.com/news/morning-mix/wp/2017/03/31/an-anti-transgender-free-speech-bus-is-rolling-through-the-east-coast-sparking-protests-and-a-video-game/?utm_term=.b36be0435ef3,,,,
Cambridge,Mass Ave and GArden St.,MA,USA,2017-03-30,,30,30,30,33,27,General protesters,oppose anti-Transgender bus,1,Protest,0,0,0,0,1,1,http://www.thecrimson.com/article/2017/3/30/students-protest-anti-transgender-bus/,,,,,
Easthampton,Easthampton High School,MA,USA,2017-03-30,Hundreds,200,200,200,220,180,High school students,Protest racism,1,Protest;March,0,0,0,0,1,1,http://www.gazettenet.com/Easthampton-High-School-students-hold-walkout-8988252,,,,,
New Orleans,U of New Orleans,LA,USA,2017-03-30,dozens,24,24,24,26,22,Louisiana Bucket Brigade,oppose pipeline,1,march,0,0,0,0,1,1,http://www.nola.com/business/index.ssf/2017/03/bayou_bridge_pipeline_protesto.html,,,,,
Ontario,Baldwin park,CA,USA,2017-03-30,,9,9,9,10,8,Immigrant Youth Coalition,oppose deportations,1,"march, protest",0,0,0,0,1,1,http://www.pasadenastarnews.com/general-news/20170331/immigration-advocates-march-through-baldwin-park-to-protest-ice-raids-deportations,,,count from photo,,
Providence,National Grid Allens Ave,RI,USA,2017-03-30,,40,45,50,44,45,general protesters,oppose LNG facility,1,protest,0,0,0,0,1,1,http://wpri.com/2017/03/30/environmental-groups-protest-at-national-grid-facility-following-gas-leak/,,,,,
Tallahassee,The Capitol,FL,USA,2017-03-30,More than 100 people,100,100,100,110,90,The NAACP; Latino Justice; the Florida Council of Churches; Orange County Black Voice; Color of Change;The 8th Amendment Project;Equal Justice USA,Supporters of Central Florida State Attorney Aramis Ayala who is anti- death penalty,0,Rally,0,0,0,0,1,1,http://www.dailycommercial.com/news/20170331/groups-rally-outside-capitol-in-support-of-orlando-prosecutor,,,,,
Boston,Orpheum Theater,MA,USA,2017-03-31,,,,,,,General protesters,Anti Trump,1,Rally,,,,,1,1,eyewitness onsite,,,,,
Bridgeton,Bridgeton and West Lake Landfills,MO,USA,2017-03-31,,14,15,16,15,14,General protesters,remove radioactive waste from landfill site,0,demonstration,12,0,0,0,1,1,http://www.stltoday.com/news/local/crime-and-courts/dozen-people-in-police-custody-after-protest-blocking-two-entrances/article_5343f3a1-8d0c-56dc-a540-1db2e5f38733.html,,,,,
Charlottesville,UVA Campus,VA,USA,2017-03-31,hundreds,200,200,200,220,180,general protesters,support Rep Tom Garrett,2,protest,0,0,0,0,1,1,http://www.newsplex.com/content/news/Hundreds-come-out-to-support-or-protest-Tom-Garretts-town-hall-417846143.html,,,,,
Charlottesville,UVA Campus,VA,USA,2017-03-31,(included above),,,,,,general protesters,oppose Rep Tom Garrett,1,protest,0,0,0,0,0,1,http://www.newsplex.com/content/news/Hundreds-come-out-to-support-or-protest-Tom-Garretts-town-hall-417846143.html,,,,,
Chicago,Henderson Elementary School community,IL,USA,2017-03-31,At least 100 students,100,100,100,110,90,"Students, parents and teachers",Against gun violence,1,March,0,0,0,0,1,1,http://wgntv.com/2017/03/31/englewood-students-lead-peace-march-and-rally-against-chicago-violence/,,,,,
Fresno,,CA,USA,2017-03-31,,300,300,300,330,270,General protesters,protest Rep. Nunes role in Russia investigation,1,protest,0,0,0,0,1,1,http://www.sfgate.com/news/article/Amid-Russia-probe-hundreds-protest-Nunes-return-11041933.php,,,,,
Great Falls,Lions Park,MT,USA,2017-03-31,,9,9,9,10,8,Benefis Health System staff and community members,Anti-nurses' union,0,Rally,0,0,0,0,1,1,http://www.kbzk.com/story/35046477/stand-with-benefis-rally-against-nurses-union-held-in-great-falls,,,,,
Iowa City,Pentacrest,IA,USA,2017-03-31,,46,46,46,51,41,League of United Latin American Citizens,support workers' rights,1,rally,0,0,0,0,1,1,http://www.thegazette.com/subject/news/government/protesters-rally-for-workers-rights-in-iowa-city-20170331,,,,,
Kalamazoo,Planned Parenthood Abortion Clinic,MI,USA,2017-03-31,,,,,,,Local residents,Pro life,2,Protest,0,0,0,0,1,1,http://www.lifenews.com/2017/03/31/planned-parenthood-abortion-clinic-faces-protests-after-killing-a-woman-in-botched-abortion/,,,,,
Los Angeles,Boyle Heights,CA,USA,2017-03-31,dozens,24,24,24,26,22,"Immigrant Youth Coaltion, LGBTQ Youth",oppose deportations,1,protest,0,0,0,0,1,1,http://abc7.com/news/immigrant-youth-coalition-demonstrators-rally-in-boyle-heights/1829555/,,,,,
Louisville,University of Louisville Campus,KY,USA,2017-03-31,Several dozen,24,24,24,26,22,Gun advocates,support concealed carry gun,2,Rally,0,0,0,0,1,1,http://www.courier-journal.com/story/news/crime/2017/03/31/pro-concealed-carry-gun-rally-near-university-louisville-friday/99861432/,,,,,
Madison,UW Campus,WI,USA,2017-03-31,,45,45,45,50,41,"Industrial Workers of the World, Young Americans for Liberty, Young Americans for Freedom",oppose fascism,1,protest,0,0,0,0,1,1,http://www.dailycardinal.com/article/2017/03/demonstrators-protest-against-fascism-promote-free-speech-on-library-mall,,,,,
Newark,Robert Treat Hotel,NJ,USA,2017-03-31,more than 100,100,100,100,110,90,"DNC, New Jersey Working Families",support Democratic Party,1,rally,0,0,0,0,1,1,http://www.nj.com/essex/index.ssf/2017/03/newark_rally_tom_perez_keith_ellison.html,,,,,
Peninsula city,East Palo Alto,CA,USA,2017-03-31,,24,24,24,26,22,Local residents,Protest Amazon's planned office in the Peninsula city,0,Rally; Protest,0,0,0,0,1,1,http://www.nbcbayarea.com/news/local/East-Palo-Alto-Residents-Protest-Near-Future-Amazon-Office-417747223.html,,,"estimate from video images, approximated as ""dozens""",,
Staunton,Gypsy Hill Park,VA,USA,2017-03-31,,30,30,30,33,27,general protesters,support veterans; press Rep. Goodlatte on veterans' issues,1,rally,0,0,0,0,1,1,http://www.newsleader.com/story/news/local/2017/03/30/goodlatte-draws-crowd-inside-and-out-vets-ceremony/99847240/,,,,,
Washington,White House; Several blocks to the National Press Club,DC,USA,2017-03-31,Several dozen,24,24,24,26,22,General protesters,Pro vaccine safety commission; anti-vaccines,2,Rally; march,0,0,0,0,1,1,https://www.statnews.com/2017/03/31/vaccine-skeptic-protest/,,,,,
Wichita,Old Town Square,KS,USA,2017-03-31,,8,8,8,9,7,general protesters,support equality movement,1,Rally,0,0,0,0,1,1,http://ksn.com/2017/04/01/rally-for-equality-held-in-old-town-square/,,,,photos headcount,
