CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,,,
Binghamton,Federal Building,Broome,NY,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124493/signup/,,,,,,,
Birmingham,Five Points South,Jefferson,AL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,0,1,https://www.crisisresponse.us/event/crisis-response/124551/signup/,,,,,,,
Boise,State Capitol - Front Steps,Ada,ID,US,2019-02-18,nearly 100,100,,100,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124424/signup/,https://www.kivitv.com/news/people-protest-president-trumps-emergency-declaration-at-the-idaho-state-capitol,https://www.idahopress.com/news/local/presidents-day-protest-arises-in-boise-crowd-calls-on-idaho/article_b8fb93a0-b922-5676-97d6-4268d8c55b8d.html,,,,,
Boston,at City Hall,Suffolk,MA,US,2019-02-18,count video,128,,128,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://twitter.com/maysoonkhann/status/1097605902109212672,,,,,,,
Brattleboro,Pliny Park,Windham,VT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124467/signup/,,,,,,,
Brea,corner of State College Blvd & Imperial Highway,Orange,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124464/signup/,,,,,,,
Bridgehampton,Corner of Rt 27 & School St - in front of Bridgehampton Community House,Suffolk,NY,US,2019-02-18,count video,23,,23,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17310/signup/,https://twitter.com/ZeldinWatch1/status/1097694021651189762,,,,,,
Brighton,12 Corners ,Monroe,NY,US,2019-02-18,dozens,24,,24,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124562/signup/,https://www.rochesterfirst.com/news/local-news/protests-in-brighton-over-president-trump-s-emergency-declaration/1792183296,https://twitter.com/ccjgarzone/status/1097542985678491654,http://13wham.com/news/local/while-local-protestors-oppose-national-emergency-others-support-president-trumps-plan,,,,
Brunswick,Gazebo on the Mall in Brunswick,Cumberland,ME,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124560/signup/,,,,,,,
Buchanan,,Henry,TN,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124645/signup/,,,,,,,
Buffalo,Niagara Square,Erie,NY,US,2019-02-18,dozens,24,,24,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/17341/signup/,https://twitter.com/NewsRadio930/status/1097556838252494848,,,,,,
Cambridge,Harvard Square Subway Newstand Kiosk,Middlesex,MA,US,2019-02-18,dozens; about 100,24,,100,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124535/signup/,https://boston.cbslocal.com/2019/02/18/border-wall-protest-cambridge-national-emergency-presidents-day-trump-ayanna-pressley/,https://www.masslive.com/boston/2019/02/this-is-constitutional-vandalism-dozens-protest-president-donald-trump-state-of-emergency-on-presidents-day.html,,,,,
Cape Girardeau,Capaha Park,Cape Girardeau,MO,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124653/signup/,,,,,,,
Carbondale,Hunter building,Jackson,IL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124503/signup/,,,,,,,
Carlisle,Old Courthouse,Cumberland,PA,US,2019-02-18,FB: 31,31,,31,,,YWCA Carlisle,Civil Rights; For racial justice; Against white supremacy,0,rally,0,0,0,0,1,1,https://cumberlink.com/news/local/communities/carlisle/carlisle-groups-plan-rally-of-hope-monday-in-response-to/article_9652210a-877b-5bb2-b7bb-1c328afad0f1.html,https://cumberlink.com/news/local/communities/carlisle/carlisle-rally-calls-for-a-united-community-continued-action-against/article_33467721-7e4b-5c2b-80c8-96fa8b0ca4e9.html,https://z-upload.facebook.com/events/1278593518970215/,,,,,
Carson City,Nevade State Legislature,Ormsby,NV,US,2019-02-18,hundreds,200,,200,,,Red for Ed; National Education Association,Against systemic underfunding; Education,0,protest,0,0,0,0,1,1,https://www.reviewjournal.com/news/politics-and-government/nevada/nevada-public-education-supporters-go-red-for-ed-at-rallies-1600127/,https://nevadacapitalnews.org/2019/02/18/nevada-education-supporters-rally-to-call-for-new-school-funding-formula/,,,,,,
Cedar Rapids,The Federal Courthouse Parking Lot-8th Ave SE and 2nd Street SE,Linn,IA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124449/signup/,,,,,,,
Champaign,Public Library,Champaign,IL,US,2019-02-18,about 200,200,,200,,,"Illinois Coalition for Immigrant and Refugee Rights, PASO and American Civil Liberties Union of Illinois",Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124581/signup/,https://chicago.suntimes.com/news/loop-rally-immigrants-trumps-emergency-declaration-lawsuit-wall-funding/,,,,,,
Charleston,Capitol,Kanawha,WV,US,2019-02-18,,,,,,,West Virginians for Life,Against abortion rights,2,rally,0,0,0,0,1,1,https://www.herald-dispatch.com/news/wv-for-life-group-to-rally-at-capitol/article_719161db-0ccf-5c8d-bb9a-465bd0bd08de.html,,,,,,,
Charlotte,Marshall Park,Mecklenburg,NC,US,2019-02-18,several hundred,300,,300,,,Comunidad Colectiva,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.charlotteobserver.com/news/local/article226427050.html,,,,,,,
Charlottesville,Free Speech Wall on the Downtown Mall,Albemarle ,VA,US,2019-02-18,about 100,100,,100,,,@indivisibleVA05,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17690/signup/,https://twitter.com/cvillenews_desk/status/1097560415515697157,,,,,,
Chicago,Federal Center and Plaza,Cook,IL,US,2019-02-18,FB: 349,349,,349,,,Indivisible Chicago,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/2227426377522569/,,,,,,,
Chino Hills,Sidewalk at Corner Peyton Ave & Grand Ave Chino Hills,San Bernardino,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124656/signup/,,,,,,,
Cincinnati,Downtown,Hamilton,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124498/signup/,https://www.cincinnati.com/picture-gallery/news/2019/02/18/photos-rally-against-trumps-emergency-declaration/2907720002/,,,,,,
Collingswood,Groove Ground Lot,Camden,NJ,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17131/signup/,,,,,,,
Colorado Springs,outside city hall,El Paso,CO,US,2019-02-18,about 20,20,,20,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.kktv.com/content/news/National-emergency-protest-draws-conversation-in-Colorado-Springs--506017361.html?utm_source=dlvr.it&utm_medium=twitter,,,,,,,
Colorado Springs,outside city hall,El Paso,CO,US,2019-02-18,na,2,,2,,,general protestors,pro-Trump counter-protest,2,protest,0,0,0,0,1,1,https://www.kktv.com/content/news/National-emergency-protest-draws-conversation-in-Colorado-Springs--506017361.html?utm_source=dlvr.it&utm_medium=twitter,,,,,,,
Columbia,Sidewalk in front of Whole Foods on Little Patuxant Pky,Howard,MD,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124439/signup/,https://wtop.com/local/2019/02/dc-presidents-day-protests-planned-in-response-to-trumps-declaration-of-national-emergency/,,,,,,
Columbia,Statehouse Lawn,Richland,SC,US,2019-02-18,,,,,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,0,1,https://www.crisisresponse.us/event/crisis-response/17547/signup/,http://www.wistv.com/2019/02/18/protestors-rally-against-border-wall-national-emergency-declaration-south-carolina-state-house/,,,,,,
Columbus,Outside Senator Portman's Columbus Office,Franklin,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124423/signup/,https://www.10tv.com/article/columbus-groups-join-national-protest-against-national-emergency,,,,,,
Covington,Justice Center,St. Tammany,LA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124525/signup/,,,,,,,
Crystal Lake,"Across the street from ""Pointe"" near Target... on the sidewalk",McHenry,IL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16668/signup/,,,,,,,
Dayton,In front of Rep Turner's office,Montgomery,OH,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124432/signup/,,,,,,,
Davenport,Metropolitan Community Church of the Quad Cities,Scott,IA,US,2019-02-18,about 80,80,,80,,,MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://qconline.com/news/q-c-residents-rally-against-trump-s-national-emergency-declaration/article_1d4b9587-f9d8-5428-bff8-277bc9996c5d.html,,,,,,,
Decatur,Decatur Square,DeKalb,GA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16599/signup/,,,,,,,
Delavan,Water Tower Park,Walworth,WI,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124564/signup/,,,,,,,
Delmar,"Four Corners, intersection of Kenwood and Delaware Avenues",Albany,NY,US,2019-02-18,three dozen,36,,36,,,Bethlehem Neighbors for Peace,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124650/signup/,https://www.timesunion.com/news/article/Activists-rally-against-Trump-s-border-wall-13625217.php,,,,,,
Delray Beach,Old Schoolhouse Square - Peace Corner,Palm Beach,FL,US,2019-02-18,about 90,90,,90,,,general protesters,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124579/signup/,https://www.palmbeachpost.com/news/20190218/as-trump-talks-venezuela-protesters-battle-over-border-wall-declaration,,,,,,
Delray Beach,Old Schoolhouse Square - Peace Corner,Palm Beach,FL,US,2019-02-18,a dozen,12,,12,,,general protesters,pro-Trump counter-protest,2,protest,0,0,0,0,1,1,https://www.palmbeachpost.com/news/20190218/as-trump-talks-venezuela-protesters-battle-over-border-wall-declaration,,,,,,,
Denver,Capitol Building,Denver,CO,US,2019-02-18,hundreds,200,,200,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16414/signup/,https://twitter.com/ACLUofColorado/status/1097583857220677633,https://www.usnews.com/news/politics/articles/2019-02-18/protests-slam-trumps-emergency-declaration-for-border-wall,,,,,
Durango,Doubletree Hotel sidewalk,La Plata,CO,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124466/signup/,,,,,,,
El Cerrito,"El Cerrito Plaza, on sidewalk in front of Daiso Store",Contra Costa,CA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/16276/signup/,,,,,,,
El Paso ,San Jacinto Plaza,El Paso,TX,US,2019-02-18,about two dozen,24,,24,,,Tornillo: The Occupation,Against US Border Patrol,1,protest,0,0,0,0,1,1,https://www.elpasotimes.com/story/news/crime/2019/02/18/national-border-patrol-museum-el-paso-protest-sparks-vandalism-claims/2907603002/,,,,,,,
Ellensburg,KC Courthouse,Kittitas,WA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124539/signup/,,,,,,,
Essex Junction,Five Corners ,Chittenden,VT,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124448/signup/,,,,,,,
Eugene,Wayne L Morse U.S. Courthouse,Lane,OR,US,2019-02-18,roughly 100,100,,100,,,Indivisible,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124453/signup/,https://www.kezi.com/content/news/Protestors-gather-in-Eugene-to-voice-concerns-about-Trumps-national-emergency-declaration-506019781.html,http://nbc16.com/news/local/protesters-gather-on-presidents-day-to-protest-president-trumps-state-of-emergency,,,,,
Fall River,Government Center,Bristol,MA,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124452/signup/,,,,,,,
Falmouth,Falmouth Village Green,Barnstable,MA,US,2019-02-18,about 55,55,,55,,,general protesters,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124599/signup/,https://www.capecodtimes.com/news/20190219/driver-who-allegedly-targeted-falmouth-protesters-faces-charges,,,,,,
Farmington,Finch and Olson law offices,San Juan,NM,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124571/signup/,,,,,,,
Ferndale,Woodward and 9 Mile median,Oakland,MI,US,2019-02-18,dozens; 60-70,24,,70,,,general protestors,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124521/signup/,https://www.clickondetroit.com/news/protesters-criticize-presidents-national-emergency-declaration-for-border-wall-in-ferndale,https://wwjnewsradio.radio.com/articles/metro-detroiters-protest-national-emergency-declaration,,,,,
Forks,intersection at Sequim Ave and Washington St,Clallam,WA,US,2019-02-18,more than 100,100,,100,,,MoveOn; Indivisible,Immigration; Against border wall,1,protest,0,0,0,0,1,1,http://www.sequimgazette.com/news/sequim-residents-join-national-border-wall-protest/,,,,,,,
Fort Bragg,in front of Town Hall,Mendocino,CA,US,2019-02-18,count video,41,,41,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124476/signup/,https://twitter.com/WendyYounger5/status/1097693792981774336,,,,,,
Fort Collins,"2001 S Shields St, Near Senator Gardner's Fort Collins Office",Larimer,CO,US,2019-02-18,close to 100,100,,100,,,Indivisible NOCO; the NOCO National Organization for Women; Fort Collins for Progress; Alianza NORCO;  Fort Collins chapter of Organizing for America; Fort Collins chapter of MoveOn,Against Trump's national emergency declaration,1,protest,0,0,0,0,1,1,https://www.crisisresponse.us/event/crisis-response/124544/signup/,https://www.coloradoan.com/story/news/2019/02/18/trump-border-emergency-leads-fort-collins-protest-cory-gardner/2909144002/?utm_source=dlvr.it&utm_medium=twitter,,,,,,
Fort Lauderdale,Federal Courthouse,Broward,FL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124524/signup/,,,,,,,
Fort Worth,Tarrant County Courthouse,Tarrant,TX,US,2019-02-18,at least 100,100,,100,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/17597/signup/,https://twitter.com/lrankerNEWS/status/1097561691125096450,,,,,,
Frankfort,Corners and sidewalks along Route 30 and Route 45,Will,IL,US,2019-02-18,,,,,,,general protestors,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124455/signup/,,,,,,,
Fredonia,Barker Commons,Chautauqua,NY,US,2019-02-18,more than 30,30,,30,,,Chautauqua Cattaraugus Women’s Action Group,Against Trump's national emergency declaration,1,protest,,,,,1,1,https://www.crisisresponse.us/event/crisis-response/124440/signup/,http://www.observertoday.com/news/local-region/2019/02/group-plans-border-declaration-protest-today/,http://www.observertoday.com/news/page-one/2019/02/womens-group-leads-protest-against-border-structure/,,,,,
