CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,
Philadelphia,Rittenhouse Square,PA,US,2018-06-19,hundreds,200,,200,,,general protestors,protesting appearance by VP Mike Pence,1,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/politics/protesters-rally-immigration-children-pence-wagner-trump-fundraiser-rittenhouse-20180619.html,,,,,,,
Portland,ICE office,OR,US,2018-06-19,maybe 50,50,,50,,,general protestors,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://twitter.com/edercampuzano/status/1009224637002145792,,,,,,,
Reno,Bruce R Thompson Courthouse,NV,US,2018-06-19,approximately 200,200,,200,,,general protestors,Protesting separation of immigrant families,1,protest,0,0,0,0,1,1,https://www.rgj.com/story/news/2018/06/19/reno-rallies-against-family-separation-policy/715328002/,,,,,,,
Rochester,Central School District Office,NY,US,2018-06-19,,,,,,,general protestors,Protesting suspension of student for eating a pot brownie,0,protest,,,,,1,1,https://www.democratandchronicle.com/story/news/local/columnists/andreatta/2018/06/18/pot-brownie-marijuana-eastridge-east-irondequoit-andreatta/711035002/,,,,,,,
San Francisco,ICE office;  630 Sansome Street,CA,US,2018-06-19,about 500,500,,500,,,Resistance SF,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/MarisaKabas/status/1009171699936346112,https://inside.com/campaigns/inside-san-francisco-2018-06-19-7005/sections/at-least-two-protests-against-current-ice-policies-are-planned-for-downtown-sf-tuesday-44412,http://www.santacruzsentinel.com/social-affairs/20180619/protesters-rally-over-family-separation-at-ice-san-francisco-office,http://www.pressdemocrat.com/news/8450633-181/hundreds-in-san-francisco-protest,,,,
San Francisco,Market Street at Post and Montgomery,CA,US,2018-06-19,,,,,,,Refuse Fascism Bay Area,against jailing and separating immigrant children from their families,1,protest,,,,,0,1,https://inside.com/campaigns/inside-san-francisco-2018-06-19-7005/sections/at-least-two-protests-against-current-ice-policies-are-planned-for-downtown-sf-tuesday-44412,,,,,,,
San Francisco,UK Consulate,CA,US,2018-06-19,,,,,,,general protestors,Rallying in support of Julian Assange,0,rally,,,,,0,1,https://www.eventbrite.com/e/free-julian-assange-rally-san-francisco-tickets-47126797520?aff=ebdssbdestsearch#,,,,,,,
St. Louis,America's Center to the St. Louis Justice Center,MO,US,2018-06-19,several hundred,300,,300,,,general protestors,Marching for bail reform,0,march,0,0,0,0,1,1,https://www.stltoday.com/news/local/metro/presbyterians-to-march-for-bail-reform-in-st-louis-during/article_2d8af7b0-bb0c-5ac0-9362-c2cf19307abc.html,,,,,,,
Syracuse,Solar Street,NY,US,2018-06-19,several hundred,200,,200,,,general protestors,Protesting Mike Pence fundraiser,1,protest,0,0,0,0,1,1,https://www.syracuse.com/news/index.ssf/2018/06/hundreds_of_protesters_await_vp_pences_arrival_at_syracuse_fundraiser.html,,,,,,,
Washington ,MXDC Cocina Mexicana,DC,US,2018-06-19,about a dozen,12,,12,,,Metro DC Democratic Socialists,against jailing and separating immigrant children from their families; protest Department of Homeland Security Secretary Kirstjen Nielsen eating dinner,1,protest,0,0,0,0,1,1,http://amp.dcist.com/amp/articles/create?article_id=5b29c0de40ac2000015e5ae1&__twitter_impression=true,,,,,,,
Allentown,N 7th St,PA,US,2018-06-20,FB: 59,59,,59,,,Make the Road Pennsylvania,Rallying for Puerto Rico,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1000429236782072/,,,,,,,
Baltimore,outside the Baltimore office of U.S. Customs and Border Protection,MD,US,2018-06-20,hundreds,200,,200,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/crime/bs-md-ci-ice-separation-families-rally-20180620-story.html,,,,,,,
Battle Creek,Calhoun County Jail,MI,US,2018-06-20,over 200,200,,200,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://wbckfm.com/calhoun-county-jail-ice-protest/,,,,,,,
Boston,State House,MA,US,2018-06-20,hundreds,200,,200,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.metro.us/news/local-news/boston/massachusetts-state-house-immigration-protest,,,,,,,
Brookings,Brookings County Courthouse,SD,US,2018-06-20,,,,,,,mothers,Rallying against separating immigrant families,1,nurse-in; rally,0,0,0,0,1,1,https://brookingsregister.com/article/nurse-in-rally-planned-in-brookings-wednesday,,,,,,,
Charleston,U.S. Customhouse on East Bay Street,SC,US,2018-06-20,,,,,,,general protestors,against jailing and separating immigrant children from their families,1,rally,0,0,0,0,1,1,https://www.postandcourier.com/news/the-only-choice-is-to-survive-charleston-attorney-talks-trump/article_d1101cdc-74c1-11e8-b0e4-5fdeec4e2653.html,,,,,,,
Columbus,outside ICE office,OH,US,2018-06-20,,,,,,,First United Universalist Church,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.nbc4i.com/news/local-news/protesters-rally-again-in-columbus-against-separation-of-immigrant-families/1252106006,,,,,,,
Corpus Christi,Promesa College Prep Charter School,TX,US,2018-06-20,FB:68,68,,68,,,Corpus Christi American Federation of Teachers,Protesting schools affiliation with child detention center,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/860551384132315/,,,,,,,
Duluth,Duluth Civic Center,MN,US,2018-06-20,,,,,,,general protestors,protest against Trump policies,1,protest,,,,,0,1,https://www.twincities.com/2018/06/19/duluth-locals-plan-events-to-counter-trump-visit-wednesday/,,,,,,,
Duluth,Duluth Entertainment Convention Center Arena,MN,US,2018-06-20,more than 8000,8000,,8000,,,Republicans; Trump supporters,Rally for Trump re-election and Republican candidates,2,rally,0,0,0,0,1,1,http://www.duluthnewstribune.com/news/government-and-politics/4458860-trump-rally-duluth-next-week,https://www.mprnews.org/story/2018/06/21/gallery-trump-duluth-rally,,feat. President Trump,,,,
Duluth,Lake Place Park,MN,US,2018-06-20,,,,,,,Democratic-Farmer-Labor Party,anti-Trump,1,protest,,,,,0,1,https://www.twincities.com/2018/06/19/duluth-locals-plan-events-to-counter-trump-visit-wednesday/,,,,,,,
Duluth,Leif Erikson Park,MN,US,2018-06-20,,,,,,,general protestors,pro-peace,0,rally,,,,,0,1,https://www.twincities.com/2018/06/19/duluth-locals-plan-events-to-counter-trump-visit-wednesday/,,,billed as nonpartisan,,,,
East Pittsburgh,East Pittsburgh Police Department,PA,US,2018-06-20,,,,,,,general protestors,protesting police violence in wake of killing of local boy,1,protest,0,0,0,0,1,1,https://pittsburgh.cbslocal.com/2018/06/20/east-pittsburgh-police-shooting-antwon-rose-protest/,,,,,,,
Flagstaff,City Hall,AZ,US,2018-06-20,FB:58,58,,58,,,general protestors,Protesting the separation of immigrant families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/147319269470145/,,,,,,,
Harrisburg,State Capitol main rotunda,PA,US,2018-06-20,,,,,,,POWER,Rally for education funding,0,rally,0,0,0,0,1,1,https://lancasteronline.com/features/faith_values/local-clergy-to-join-rally-to-draw-attention-to-inequitable/article_ef3cecda-70ca-11e8-b01c-67c4fa6242a4.html,,,,,,,
Kansas City,U.S. Sen. Roy Blunt’s office,MO,US,2018-06-20,nearly 100,100,,100,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.kctv5.com/story/38470041/protesters-rally-to-keep-families-together-outside-sen-roy-blunts-office,,,,,,,
Lansing,State Capitol,MI,US,2018-06-20,hundreds,200,,200,,,general protestors,Pro-Second Amendment ,2,rally,0,0,0,0,1,1,https://www.mlive.com/expo/news/erry-2018/06/f1e78e28087335/hundreds_of_gun_carrying_michi.html,,,,,,,
Los Angeles,Hall of Justice,CA,US,2018-06-20,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,,,
Mays Landing,5914 Main St,NJ,US,2018-06-20,FB:35,35,,35,,,Action Together New Jersey,Protesting the separation of immigrant families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/242928196471681/,,,,,,,
New Haven,New Haven Green,CT,US,2018-06-20,,,,,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.wtnh.com/news/politics/advocates-against-separation-of-immigrant-children-rally-on-new-haven-green/1252015205,,,,,,,
New York,La Guardia Airport,NY,US,2018-06-20,hundreds,200,,200,,,general protestors,protesting against the jailing and separation of immigrant children and families,1,protest,0,0,0,0,1,1,https://www.nytimes.com/2018/06/21/nyregion/laguardia-immigration-protests.html,https://www.motherjones.com/politics/2018/06/laguardia-protest-separated-children/,,,,,,
Newnan, outside of Georgia congressman Drew Ferguson’s office on Highway 34,GA,US,2018-06-20,,,,,,,"Indivisible GA-3rd, Coweta County Democrats, Refusefascism.org",against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://times-herald.com/news/2018/06/citizens-respond-to-zero-tolerance-immigration-policy,,,,,,,
Oklahoma City,NW 56th Street and N. Portland Avenue.,OK,US,2018-06-20,dozens,24,,24,,,general protestors,against jailing and separating immigrant children from their families; against zero-tolerance immigration policies,1,vigil,0,0,0,0,1,1,https://www.okgazette.com/oklahoma/speaking-up/Content?oid=3804847,,,,,,,
Pensacola,Martin Luther King Jr Memorial Plaza,FL,US,2018-06-20,about 150,150,,150,,,general protestors,Rallying against the separation of immigrant families,1,rally,0,0,0,0,1,1,https://www.pnj.com/story/news/local/2018/06/20/pensacola-protest-tonight-against-zero-tolerance-border-policy/717937002/,,,,,,,
Pensacola,Martin Luther King Jr Memorial Plaza,FL,US,2018-06-20,,1,,1,,,counter-protestors,counter-protesting pro immigrant rally,2,counter-protest,1,0,0,0,0,1,https://www.pnj.com/story/news/local/2018/06/20/pensacola-protest-tonight-against-zero-tolerance-border-policy/717937002/,,,,,,,
Phoenix,outside Senator Flake's office,AZ,US,2018-06-20,dozens,24,,24,,,End Family Separation,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.azcentral.com/story/news/local/phoenix/2018/06/20/phoenix-protesters-disagree-message-against-trump-immigration-policy/719212002/,,,,,,,
Pittsburgh,"The Corner of Murray and Forbes, Squirrel Hill",PA,US,2018-06-20,FB: 579,579,,579,,,general protestors,against jailing and separating immigrant children from their families,1,vigil,,,,,1,1,https://www.facebook.com/events/2066503936900951/,,,,,,,
Providence,State House,RI,US,2018-06-20,about 350,350,,350,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.providencejournal.com/news/20180620/rally-at-ri-state-house-targets-separation-policy,,,,,,,
Raleigh,Bicentennial Plaza,NC,US,2018-06-20,FB:369,369,,369,,,general protestors,Protesting Zero Tolerance Immigration policy,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/242008306557794/,,,,,,,
Reading,Schuylkill Ave,PA,US,2018-06-20,FB: 26,26,,26,,,Make the Road Pennsylvania,Rally for Puerto Rico,1,rally,0,0,0,0,1,1,https://www.facebook.com/events/1702646643160031/,,,,,,,
Sioux City,North High School,IA,US,2018-06-20,about 150,150,,150,,,March for Our Lives,support gun control,1,rally,0,0,0,0,1,1,https://siouxcityjournal.com/news/local/govt-and-politics/emma-gonzalez-criticizes-steve-king-at-sioux-city-rally/article_e6f9f825-5c5e-57d5-8997-b0df98972c14.html,,,,,,,
Skowhegan,Margaret Chase Smith Bridge,ME,US,2018-06-20,a handful,5,,5,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.centralmaine.com/2018/06/20/skowhegan-protesters-decry-trump-administrations-immigration-policy/,,,,,,,
Sonoma,the Plaza,CA,US,2018-06-20,,,,,,,general protestors,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,http://www.sonomanews.com/news/8450787-181/plaza-rally-to-protest-immigration?sba=AAS,,,,,,,
Springfield,In front of Sen. Roy Blunt's office,MO,US,2018-06-20,an estimated 300,300,,300,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.fox5krbk.com/story/38471610/crowd-gathers-to-protest-family-separation-at-border,https://www.news-leader.com/story/news/politics/2018/06/20/protests-zero-tolerance-family-separations-trump-springfield/717562002/,,,,,,
Sterling,Outside Rep Comstock's Loudoun County Office,VA,US,2018-06-20,FB: 23,23,,23,,,Indivisible VA,Protesting Zero Tolerance Immigration policy,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/812129715650474/,,,,,,,
Syracuse,Embassy Suites,NY,US,2018-06-20,,,,,,,general protestors,protesting appearance by VP Mike Pence,1,protest,0,0,0,0,1,1,https://cnycentral.com/news/local/gallery/vice-president-pences-visit-met-by-protesters-in-syracuse#photo-1,,,,,,,
Wilmington,outside Rep. David Rouzer’s New Hanover County office,NC,US,2018-06-20,about 300,300,,300,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.starnewsonline.com/news/20180620/hundreds-protest-trump-immigration-policy-in-wilmington,,,,,,,
Asheville,Federal Building,NC,US,2018-06-21,over 100,100,,100,,,general protestors,Protesting Trump immigration policies,1,protest,0,0,0,0,1,1,http://wlos.com/news/local/people-protest-in-asheville-over-ongoing-crisis-at-the-border,https://www.citizen-times.com/story/news/2018/06/21/latinx-community-missing-during-asheville-rally-free-children-held-border/718220002/,,,,,,
Cedar Rapids,,IA,US,2018-06-21,a group,,,,,,general protestors,pro Second Amendment,2,protest,0,0,0,0,1,1,https://www.kcci.com/article/parkland-shooting-survivors-hold-rallies-in-eastern-iowa/21755147,,,,,,,
El Cerrito,El Cerrito plaza,CA,US,2018-06-21,FB:158,158,,158,,,general protestors,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.facebook.com/events/777056436016743/,,,,,,,
El Paso,San Jacinto Square,TX,US,2018-06-21,FB: 332,332,,332,,,Families for Families,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://www.facebook.com/events/149704675892595/,,,,,,,
Erie ,Federal courthouse,PA,US,2018-06-21,FB: 34,34,,34,,,general protestors,protesting against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/214875049326350/,,,,,,,
Hartford,,CT,US,2018-06-21,,,,,,,Chris Murphy; General Protestors,against separating families,1,protest,0,0,0,0,1,1,https://twitter.com/ChrisMurphyCT/status/1009960334495485953,,,,,,,
Hollidaysburg,along Penn Street,PA,US,2018-06-21,,,,,,,Indivisible of Blair County,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.altoonamirror.com/news/local-news/2018/06/locals-rally-demand-immigrant-reunions/,,,,,,,
Huntington,outside the federal building on 5th Avenue,WV,US,2018-06-21,dozens,24,,24,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.herald-dispatch.com/news/dozens-protest-zero-tolerance-immigration-policy/article_2c133674-2aae-581e-9b65-5e9086a7f21e.html,,,,,,,
Kalispell,Depot Park,MT,US,2018-06-21,about 100,100,,100,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://mtpr.org/post/hundreds-missoula-kalispell-protest-immigrant-family-separation,,,,,,,
Louisville,Seventh Street near Broadway,KY,US,2018-06-21,more than 300,300,,300,,,general protestors,Protesting the separation of immigrant families,1,protest,0,0,0,0,1,1,https://www.courier-journal.com/story/news/2018/06/21/louisville-groups-gather-protest-trumps-border-policy/721618002/,,,Protest continued for one month until dispersing on July 19th,,,,
Marietta,office of U.S. Rep. Bill Johnson,OH,US,2018-06-21,,,,,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.newsandsentinel.com/news/local-news/2018/06/marietta-protesters-take-u-s-rep-bill-johnson-to-task/,,,,,,,
Monterey,Monterey County Republican headquarters,CA,US,2018-06-21,a few dozen,36,,36,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,http://www.montereycountyweekly.com/blogs/news_blog/demonstrators-protest-treatment-of-migrants-in-front-of-monterey-county/article_da001f14-7650-11e8-8043-b7460ca432e1.html,,,,,,,
