CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,,
Chesapeake,Holly Point Apartments,VA,US,2017-11-29,roughly 50,50,,50,,,general protestors,Protesting natural gas pipeline,1,protest,0,,0,0,1,1,http://www.13newsnow.com/news/local/mycity/chesapeake/chesapeake-residents-hold-protest-against-pipeline/495522085,,,,,
Clemson,Clenson University,SC,US,2017-11-29,roughly 200,200,,200,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.independentmail.com/story/news/2017/11/29/clemson-university-graduate-students-tax-reform-bill/906208001/,http://www.greenvilleonline.com/story/news/2017/11/29/clemson-university-graduate-students-tax-reform-bill/906208001/,http://www.thetigernews.com/tax-rally-periscope/html_32e297aa-d562-11e7-b1b9-e378859b4933.html,,,
Columbus ,Ohio State University,OH,US,2017-11-29,,,,,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://time.com/5041947/graduate-student-protest-gop-tax-bill/,,,,,
Columbus ,Senator Rob Portman's office ,OH,US,2017-11-29,FB: 38,38,,38,,,Ohio Indivisible 15th District ,Protesting GOP tax plan,1,protest ,0,0,0,0,0,1,http://act.indivisible.org/event/local-actions/7490/signup/?akid=&zip=&source=,https://www.facebook.com/events/131574084226618/,,,,
Davis,UC Davis,CA,US,2017-11-29,between 250 and 300,250,,300,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.davisenterprise.com/local-news/ucd/ucd-grad-students-protest-taxing-tuition-waivers/,,,,,
Durham,Duke University,NC,US,2017-11-29,approximately 150,150,,150,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.dukechronicle.com/article/2017/11/graduate-students-stage-walk-out-in-protest-of-proposed-congressional-tax-bill,,,,,
Eugene ,University of Oregon,OR,US,2017-11-29,,,,,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://nbc16.com/news/local/oregon-graduate-students-to-hold-rally-to-oppose-tax-bill,http://kval.com/news/schools/students-protest-gop-plan-to-tax-tuition-waivers-it-would-almost-double-my-tax-burden,,,,
Houghton,Michigan Tech campus,MI,US,2017-11-29,a sizable crowd,,,,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.uppermichiganssource.com/content/news/Graduate-students-protest-tax-bill-461074313.html,,,,,
Huntington Village,Park Ave.,NY,US,2017-11-29,FB: 24,24,,24,,,Action Together Long Island,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1941807612749959/,,,,,
Iowa City,University of Iowa,IA,US,2017-11-29,about 60; roughly 80,60,,80,,,Campaign to Organize Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.press-citizen.com/story/news/2017/11/29/university-iowa-students-rally-against-graduate-student-tax/905056001/,http://www.idsnews.com/article/2017/11/ciwalkout,http://littlevillagemag.com/ui-grad-students-rally-against-republican-tax-bill/,,,
Kerrville,VA Medical Center,TX,US,2017-11-29,,,,,,,American Federation of Government Employees,Protesting undertsaffing,0,protest,0,0,0,0,1,1,http://tpr.org/post/it-doesn-t-make-sense-employees-rally-against-understaffing-kerrville-va,http://dailytimes.com/news/article_23c68774-d510-11e7-8c03-4faff3d0a726.html,,,,
Lansing,State Capitol,MI,US,2017-11-29,Several hundred; hundreds,200,,200,,,"Police, firefighters",Protesting changes to pensions,0,protest,0,0,0,0,1,1,http://www.lansingstatejournal.com/story/news/local/capitol/2017/11/29/police-firefighters-again-clog-capitol-protest-planned-changes-retiree-health-care/905008001/,https://www.petoskeynews.com/news/state-region/michigan-police-firefighters-rally-over-pending-legislation/article_a85a5381-98f5-58b6-9545-6586688fac9a.html,http://www.lansingstatejournal.com/picture-gallery/news/local/2017/11/29/first-responders-protest-at-the-capitol/108128790/,,,
Lawrence,University of Kansas,KS,US,2017-11-29,,,,,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://time.com/5041947/graduate-student-protest-gop-tax-bill/,,,,,
Lexington,University of Kentucky,KY,US,2017-11-29,more than 100,100,,100,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.kentucky.com/latest-news/article187107353.html,http://www.kentucky.com/news/politics-government/article187152318.html,https://www.wtvq.com/2017/11/29/progressive-groups-hold-protest-gop-tax-plan/,,,
Los Angeles,Hall of Justice,CA,US,2017-11-29,,,,,,,Black Lives Matter LA,"against police brutality, for police accountability, Black Lives Matter, against District Attorney Jackie Lacey",1,protest,,,,,1,1,https://www.cnn.com/2020/07/10/us/jackie-lacey-la-da-black-lives-matter/index.html,https://www.newyorker.com/magazine/2020/11/16/after-years-of-protests-every-wednesday-la-activists-welcome-a-new-da,,,,
Los Angeles,UCLA,CA,US,2017-11-29,more than 100,100,,100,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://dailybruin.com/2017/11/29/graduate-students-join-national-protest-against-taxing-waived-tuition/,,,,,
Los Angeles,USC Campus,CA,US,2017-11-29,thousands,2000,,2000,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,0,1,http://abc7.com/politics/usc-grad-students-walk-out-to-protest-gop-tax-reform-bill/2713802/,,,,,
Miami ,Office of Senator Marco Rubio ,FL ,US,2017-11-29,FB: 18,18,,18,,,Greenpeace Miami ,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/139702603348883/,http://wlrn.org/post/miami-residents-carol-protest-outside-sen-marco-rubios-office,,,,
Minneapolis,University of Minnesota,MN,US,2017-11-29,hundreds,200,,200,,,Graduate students,Protesting GOP tax plan,1,rally ,0,0,0,0,1,1,http://time.com/5041947/graduate-student-protest-gop-tax-bill/,http://minnesota.cbslocal.com/2017/11/29/u-students-protest-tax-plan/,,,,
New York,Union Square,NY,US,2017-11-29,approximately 100 ,100,,100,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://time.com/5041947/graduate-student-protest-gop-tax-bill/,https://www.nyunews.com/2017/11/30/graduate-students-protest-tax-reform/,,,,
Newark,University of Delaware,DE,US,2017-11-29,more than 100,100,,100,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.newarkpostonline.com/news/article_758c1441-d163-5d3e-a88c-eed1d483b19c.html,,,,,
Norman,Oklahoma University,OK,US,2017-11-29,more than 60,60,,60,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.oudaily.com/news/ou-community-members-rally-against-proposed-tax-plan-potential-increased/article_95ad9f98-d548-11e7-a813-c3193b7bc1ca.html,,,,,
Olean,Outside Sen. Reed's office,NY,US,2017-11-29,about 20  ,20,,20,,,Southern Tier Activists for Peace and Equality,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.oleantimesherald.com/news/demonstrators-gather-outside-rep-tom-reed-s-office-say-gop/article_add079dc-d58a-11e7-8878-778de3131eff.html,,,,,
Olympia,Seventh Avenue and Jefferson Street,WA,US,2017-11-29,about 20 to 30,20,,30,,,general protestors,Protesting fracking by Port of Olympia,0,protest,0,0,0,0,1,1,http://www.theolympian.com/news/local/article187054258.html,http://www.theolympian.com/news/local/article187024908.html,http://www.thenewstribune.com/news/local/article187054258.html,,,
Philadelphia,Intersection of 11th and Spruce streets,PA,US,2017-11-29,dozens,24,,24,,,general protestors,Protesting unsafe bike lanes,0,protest,0,0,0,0,1,1,http://www.philly.com/philly/news/pennsylvania/philadelphia/bicyclist-killed-protest-bike-lane-center-city-20171129.html,,,,,
Philadelphia,University of Pennsylvania,PA,US,2017-11-29,about 50,50,,50,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.insidehighered.com/news/2017/11/30/graduate-students-across-country-protest-tax-plan,,,,,
Pittsburgh,University of Pittsburgh,PA,US,2017-11-29,about 40,40,,40,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://pittnews.com/article/125334/featured/grad-students-rally-against-gop-tax-plan/,,,,,
Providence,Brown University,RI,US,2017-11-29,a few dozen,24,,24,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://ripr.org/post/brown-university-graduate-students-protest-gop-tax-plan#stream/0,,,,,
Roanoke,Downtown,VA,US,2017-11-29,,,,,,,Indivisible Virginia,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.wdbj7.com/content/news/Indivisible-Virginia--460831333.html,,,,,
Rochester,Renaissance Academy Charter School,NY,US,2017-11-29,,,,,,,general protestors,Rallying for charter schools,0,rally,0,0,0,0,1,1,http://www.whec.com/news/charter-schools-advocates-rally-equal-funding/4687380/?cat=565,,,,,
San Diego,University of San Diego ,CA,US,2017-11-29,about 200,200,,200,,,UC-Student Workers Unioun ,Protesting GOP tax plan,1,walk out,0,0,0,0,1,1,http://ucsdguardian.org/2017/12/03/ucsd-officials-students-speak-out-against-potentially-costly-gop-tax-proposal/,http://triton.news/2017/11/grad-students-walk-protest-gop-tax-bill/,,,,
San Francisco,Chinatown,CA,US,2017-11-29,more than 100,100,,100,,,general protestors,Protesting attempts to drive out low income renters,0,protest,0,0,0,0,1,1,http://www.sfgate.com/bayarea/article/SF-Chinatown-tenants-accuse-landlord-of-trying-to-12393516.php,,,,,
Santa Barbara ,University of Santa Barbara ,CA,US,2017-11-29,,,,,,,Students ,Protesting GOP tax plan,1,rally,0,0,0,0,1,1,https://curious.kcrw.com/2017/11/ucsb-grad-students-walk-out-to-protest-gop-tax-plan,http://dailynexus.com/2017-11-30/ucsb-students-worry-about-potential-financial-struggles-as-gop-tax-bill-heads-to-senate/,,,,
Seattle,University of Washington; Red Square,WA,US,2017-11-29,several hundred,200,,200,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,https://www.seattletimes.com/seattle-news/education/uw-wsu-protest-plan-to-tax-tuition-waivers-for-grad-students/,,,,,
Seattle,,WA,US,2017-11-29,NA,400,,400,,,Bus drivers,"Protesting wages, working conditions",0,protest,0,0,0,0,1,1,http://www.seattlepi.com/local/komo/article/Seattle-school-bus-drivers-go-on-day-long-strike-12391853.php,,,,,
St. Charles,Convention Center,MO,US,2017-11-29,,,,,,,general protestors,Protesting GOP tax plan; Trump,1,protest,0,0,0,0,1,1,http://fox2now.com/2017/11/29/supporters-and-protesters-gather-before-president-trump-visits-st-charles/,,,,,
St. Charles,Convention Center,MO,US,2017-11-29,,,,,,,general protestors,Rallying for Trump,2,rally,0,0,0,0,0,1,http://fox2now.com/2017/11/29/supporters-and-protesters-gather-before-president-trump-visits-st-charles/,,,,,
State College,Pennsylvania State University,PA,US,2017-11-29,more than 60,60,,60,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.centredaily.com/news/local/education/penn-state/article187188738.html,,,,,
Stillwater,Oklahoma State University,OK,US,2017-11-29,more than 50,50,,50,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.stwnewspress.com/news/more-than-osu-graduate-students-protest-house-tax-bill/article_327a6b54-751d-5d9d-bd49-eaa1f0ad72a5.html,,,,,
Syracuse,Syracuse University; Hendricks Chapel ,NY,US,2017-11-29,more than 100 ,100,,100,,,Graduate students,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://dailyorange.com/2017/11/su-community-rallies-against-tax-plan-grad-students-announce-unionization-drive/,,,,,
Theodore,Syracuse University; Hendricks Chapel ,AL,US,2017-11-29,,,,,,,Roy Moore campaign,Rally for Roy Moore,2,rally,0,0,0,0,1,1,http://www.fox10tv.com/story/36958958/moores-campaign-stop-at-theodore-church-not-without-commotion,,,,,
Albuquerque,,NM,US,2017-11-30,,,,,,,general protestors,Protesting Volkswagen Clean Air Act Violation,0,rally,0,0,0,0,1,1,http://nmpoliticalreport.com/779997/nm-supporters-of-cleaner-school-buses-to-rally-for-lawsuit-windfall/,,,,,
Blue Point,Town Board meeting,NY,US,2017-11-30,dozens,24,,24,,,general protestors,Protesting plan for new drug rehabilitation center,0,protest,0,0,0,0,1,1,https://www.newsday.com/long-island/suffolk/blue-point-convent-drug-rehab-1.15260605,,,,,
Brookline,Brookline High School,MA,US,2017-11-30,hundreds,200,,200,,,Students,Protesting racist snapchat video,0,protest,0,0,0,0,1,1,http://brookline.wickedlocal.com/news/20171130/protest-of-racist-videos-resumes-outside-brookline-high-school,,,,,
Champaign,Burnham Mansion.,IL,US,2017-11-30,about 90,90,,90,,,Preservation and Conservation Association of Champaign County ; general protestors,Conserve Burnham Mansion,0,rally,0,0,0,0,1,1,http://www.news-gazette.com/news/local/2017-12-01/small-crowd-rallies-save-burnham-mansion-unit-4s-wrecking-ball.html,,,,,
Chicago,Mollison Elementary School,IL,US,2017-11-30,,,,,,,Parents,Protesting school conditions,0,protest,0,0,0,0,1,1,http://www.chicagotribune.com/news/local/breaking/ct-met-chicago-school-mouse-inspection-fail-20171130-story.html,,,,,
Garner,Garner High School,NC,US,2017-11-30,,,,,,,Students,Protesting deportation of classmate's parents,0,protest; walk-out,0,0,0,0,1,1,http://wnct.com/2017/11/30/students-walkout-with-2-classmates-to-protest-fathers-detained-by-ice/,,,,,
Jackson,Sen. Enzi's office,WY,US,2017-11-30,about 30,30,,30,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.jhnewsandguide.com/jackson_hole_daily/local/teton-dems-protest-tax-reform/article_4f476031-ae95-5caf-9415-da7939f0d1e0.html,,,,,
Kutztown,Kutztown University,PA,US,2017-11-30,about eight,8,,8,,,Matthew 24 Ministries,"Protesting sins, homophobia, feminism",2,protest,0,0,0,0,1,1,http://www.readingeagle.com/news/article/kutztown-university-students-demonstrators-clash,,,,,
Kutztown,Kutztown University,PA,US,2017-11-30,around 200; around 200 to 400,200,,400,,,Students,"Counter-protest, defending LGBT",1,protest,0,0,0,0,0,1,http://www.readingeagle.com/news/article/kutztown-university-students-demonstrators-clash,http://www.berksmontnews.com/general-news/20171201/kutztown-university-students-protest-demonstration-by-religious-group-on-campus,,,,
Las Vegas,Desert Pines High School,NV,US,2017-11-30,about 100,100,,100,,,general protestors,Rallying for the DREAM Act,1,rally,0,0,0,0,1,1,http://www.fox5vegas.com/story/36968947/dreamers-demand-dream-act-during-las-vegas-march,,,,,
Nashville,,TN,US,2017-11-30,about 50,50,,50,,,general protestors,Protesting appearance by Betsy DeVos,1,protest,0,0,0,0,1,1,http://www.tennessean.com/story/news/2017/11/30/betsy-devos-nashville-teacher-protest-tennessee-schools/910917001/,http://www.tennessean.com/story/news/2017/11/30/betsy-devos-nashville-teacher-protest-tennessee-schools/910917001/,,,,
New York,Columbus Circle,NY,US,2017-11-30,FB: 57,57,,57,,,Rise and Resist,Protesting Trump,1,protest,0,0,0,0,1,1,https://www.facebook.com/events/1983491451901255/,,,,,
New York,Maimonides medical center,NY,US,2017-11-30,Photo: dozens,24,,24,,,general protestors,Protesting layoffs,0,protest,0,0,0,0,0,1,http://www.ny1.com/news/2017/11/30/workers-rally-for-laid-off-employees-at-maimonides-hospital-.html,,,,,
New York,Washington Square Park,NY,US,2017-11-30,approximately 30,30,,30,,,Freedom Socialists,Protesting cops who allegedly raped a woman,0,protest,0,0,0,0,0,1,https://www.facebook.com/events/575194219493207/,https://nyulocal.com/freedom-socialists-protest-police-brutality-and-sexual-abuse-548baf0863b9,,,,
Norwalk,Norwalk Superior Court,CT,US,2017-11-30,more than a dozen,12,,12,,,general protestors,Protesting men accused of killing bears,0,protest,0,0,0,0,1,1,http://connecticut.news12.com/story/36965037/animal-rights-activists-protest-outside-bear-killing-court-appearance-in-norwalk,,,,,
Port Chester,ICE offices,NY,US,2017-11-30,,,,,,,general protestors,Protesting deportation of local man,1,protest,0,0,0,0,1,1,http://westchester.news12.com/story/36967378/port-chester-community-rallies-to-protect-man-facing-deportation,,,,,
Raleigh,Outside Sen. Tilli's office,NC,US,2017-11-30,about 20,20,,20,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.newsobserver.com/news/politics-government/article187343843.html,,,,,
Salida,F street,CO,US,2017-11-30,,36,,36,,,general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.themountainmail.com/free_content/image_a4fd01c2-d6b1-11e7-85af-371da79d031d.html,,,,,
South Bend, Our Lady of the Road,IN,US,2017-11-30,more than 100,100,,100,,,general protestors,Protesting construction of detention center,0,protest,0,0,0,0,1,1,http://fox59.com/2017/12/01/south-bend-residents-rally-together-to-oppose-ice-detention-center/,,,,,
Springdale,Tyson Food HQ,AR,US,2017-11-30,around 50,50,,50,,,Care2,Protesting Tyson Food,0,protest,0,0,0,0,1,1,http://ktul.com/news/local/mighty-earth-protesters-gather-outside-tyson-hq-calling-for-clean-water,,,,,
St. Augustine,,FL,US,2017-11-30,,,,,,,general protestors,Protesting death penalty,0,protest,0,0,0,0,1,1,https://www.news4jax.com/news/hundreds-expected-at-st-augustine-rally-opposing-death-penalty,,,,,
St. Louis,St. Louis Community College,MO,US,2017-11-30,10 (pic); four students,4,,10,,,general protestors,Protesting staff layoffs,0,protest,0,0,0,0,1,1,https://www.usnews.com/news/best-states/missouri/articles/2017-12-01/students-protest-st-louis-community-college-layoffs,http://www.stltoday.com/news/local/education/despite-protests-st-louis-community-college-board-approves-layoffs-voluntary/article_adc41c32-ead3-5eea-8038-b9d5ed18573e.html,https://www.columbiamissourian.com/news/state_news/students-protest-st-louis-community-college-layoffs/article_5c15d8db-3a6a-5ab9-8244-74917ae7f19e.html,http://news.stlpublicradio.org/post/st-louis-community-college-trustees-approve-faculty-cuts-over-protesters-shouts#stream/0,,
Washington ,Capitol,DC,US,2017-11-30,NA,12,,12,,,Ministers,Protesting GOP tax plan,1,protest,12,0,0,0,1,1,https://twitter.com/taxmarch,http://dailycaller.com/2017/12/01/12-ministers-arrested-while-protesting-gop-tax-plan-in-senate-building/,,,,
Washington ,Senator Mike Enzi's Office,DC,US,2017-11-30,some 30,30,,30,,,Teton Democrats; general protestors,Protesting GOP tax plan,1,protest,0,0,0,0,1,1,http://www.jhnewsandguide.com/jackson_hole_daily/local/teton-dems-protest-tax-reform/article_4f476031-ae95-5caf-9415-da7939f0d1e0.html,http://www.jhnewsandguide.com/news/legislature/dems-to-protest-proposed-tax-bill-at-sen-enzi-s/article_599263e9-eb22-570b-b12d-ad67fc3bd0a8.html,,,,
