CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,MacroEvent,Source1,Source2,Source3,Misc.,Source4,Source5,Source6,,,,,,,,,,,,,,,
Mankato,Jackson Park,,MN,US,2020-06-23,about 20,20,,20,,,general protesters,for funding and support for U.S. Postal Service during coronavirus pandemic,0,rally,0,0,0,0,1,1,,https://www.mankatofreepress.com/news/local_news/postal-service-rally-in-mankato-draws-support/article_c1421e52-b4c7-11ea-86d0-2796f4e52df2.html,,,,,,,,,,,,,,,,,,,,,
New York,Manhattan; around CUNY headquarters and Governor Cumo's office,,NY,US,2020-06-23,more than 100,100,,100,,,CUNY faculty members,against budget cuts and layoffs in the public university system during coronavirus pandemic,0,caravan,0,0,0,0,1,1,,https://www.amny.com/news/over-100-cuny-faculty-gather-outside-and-via-zoom-to-protest-budget-cuts/,,,,,,,,,,,,,,,,,,,,,
Norco,Corona-Norco Teachers Association office; Corona-Norco Unified School District office,,CA,US,2020-06-23,About 100,100,,100,,,teachers; parents,against reopening schools during coronavirus pandemic,0,car rally,0,0,0,0,1,1,,https://www.dailybulletin.com/2020/06/23/corona-norco-teachers-protest-early-return-to-campus/,,,,,,,,,,,,,,,,,,,,,
Parkersburg,Wood County Schools Central office,,WV,US,2020-06-23,more than 30,30,,30,,,parents,against suspending teacher accused of sexual misconduct,0,protest,0,0,0,0,1,1,,https://www.newsandsentinel.com/news/local-news/2020/06/parents-protest-demand-action-on-suspended-wood-county-teacher/,,,,,,,,,,,,,,,,,,,,,
Pewaukee,,,WI,US,2020-06-23,,,,,,,Republican Party of Wisconsin,for President Trump,2,rally,0,0,0,0,1,1,,https://www.cbs58.com/news/safety-precautions-expected-for-pence-rally-in-pewaukee,,,feat. VP Pence,,,,,,,,,,,,,,,,,,
Philadelphia,Benjamin Franklin Post Office,,PA,US,2020-06-23,around 50,50,,50,,,American Postal Workers Union,for funding and support for U.S. Postal Service during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.phillytrib.com/news/health/coronavirus/postal-workers-rally-in-philly-to-call-for-saving-the-postal-service/article_cb19488a-b5a6-11ea-a4c2-abf9d20f2583.html#/questions,,,,,,,,,,,,,,,,,,,,,
Philadelphia ,,,PA,US,2020-06-23,more than 100,100,,100,,,general protesters,against Black Lives Matter protesters,2,counter-protest,1,0,0,0,1,1,20200623-philly-blm,https://www.timesleader.com/wire/state-wire/789109/2-arrested-as-opposing-protest-groups-clash-in-philadelphia,,,carried baseball bats and hammers; verbally confronted protesters; scuffled with protesters,,,,,,,,,,,,,,,,,,
Phoenix,Dream City Church,,AZ,US,2020-06-23,"about 3,000",3000,,3000,,,Students for Trump,for President Trump,2,rally,0,0,0,0,1,1,20200623-phoenix-trump,https://ktar.com/story/3328603/gov-ducey-wears-arizona-flag-mask-during-trump-rally-in-phoenix/,https://www.fox10phoenix.com/news/president-trump-to-attend-students-for-trump-rally-at-phoenix-church-on-june-23,,feat. President Trump,,,,,,,,,,,,,,,,,,
Riverside,UC Riverside,,CA,US,2020-06-23,50 cars or more,50,,50,,,UC Riverside employees,against furlough of University of California Riverside employees during coronavirus pandemic,0,rally; caravan,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,,,outside home of chancellor Kim Wilcox,,,,,,,,,,,,,,,,,,
San Bernardino,Corona-Norco school district headquarters,,CA,US,2020-06-23,about 100,100,,100,,,teachers,"against in-person schooling during coronavirus pandemic, for safe workplaces for teachers",0,car rally,0,0,0,0,1,1,,https://www.newsbreak.com/california/corona/news/1589264179819/corona-norco-teachers-protest-early-return-to-campus,https://sanbernardino.today/ca/san-bernardino-news/corona-norco-teachers-protest-early-return-campus,,,,,,,,,,,,,,,,,,,,
Spokane,"Planned Parenthood - Spokane Health Center, 123 E Indiana Ave",,WA,US,2020-06-23,some 200,200,,200,,,The Church at Planned Parenthood,"against abortion, for Christian values",2,demonstration,0,0,0,0,1,1,,https://www.spokesman.com/stories/2020/sep/21/judge-orders-anti-abortion-gatherings-away-from-pl/,,,,,,,,,,,,,,,,,,,,,
Coeur d'Alene,McEuen Park,,ID,US,2020-06-24,,,,,,,general protesters,"against defunding police, All Lives Matter, for patriotism, Thin Blue Line, against antifa, for protection of property",2,counter-protest,0,0,0,0,1,1,20200624-coeurdalene-blm,https://shoshonenewspress.com/news/2020/jun/24/blm-protesters-those-with-flags-square-off-8/,https://cdapress.com/news/2020/jun/24/black-lives-matter-protesters-and-those-with-5/,,some carried firearms; verbal clashes with protesters,,,,,,,,,,,,,,,,,,
Denver,Denver City and County Building,Denver,CO,US,2020-06-24,30 or so,30,,30,,,Party for Socialism and Liberation; Denver Homeless Out Loud,"against sweeps of homeless encampments, for more city assistance to unhoused people, for defunding Denver police, against Mayor Hancock",0,protest,0,0,0,0,1,1,,https://denverite.com/2020/06/24/protesters-force-conversation-around-homeless-sweeps-after-mayor-hancocoks-press-conference/,,,,,,,,,,,,,,,,,,,,,
Goshen,Orange County Government Center,,NY,US,2020-06-24,,,,,,,general protesters,in support of police,2,protest; rally,0,0,0,0,1,1,20200624-goshen-backtheblue,https://www.recordonline.com/story/news/2020/06/24/back-blue-police-rally-off-counter-protest-wednesday-goshen/3249474001/,,,,,,,,,,,,,,,,,,,,,
Grand Rapids,Michigan State Capitol in Lansing,,MI,US,2020-06-24,,,,,,,union stagehands and gig workers,for extension of unemployment benefits during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.delawareonline.com/picture-gallery/news/2020/06/23/protesters-march-through-wilmington-jeremy-mcdole/3243725001/,,,,,,,,,,,,,,,,,,,,,
Grass Valley,Sutton Way and Brunswick Road intersection,,CA,US,2020-06-24,about a dozen,12,,12,,,general protesters,"in support of police, Blue Lives Matter, for patriotism",2,rally,0,0,0,0,1,1,,https://www.theunion.com/news/back-the-blue-rallies-show-law-enforcement-support/,,,,,,,,,,,,,,,,,,,,,
Los Angeles,Ronald Reagan UCLA Medical Center,,CA,US,2020-06-24,,,,,,,"University of California employees; The Federation of State, County & Municipal Employees, Local 3299",against furlough of university employees during coronavirus pandemic,0,rally,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,https://dailybruin.com/2020/06/24/union-holds-protests-at-uc-medical-centers-in-response-to-recent-layoff-notices,,,,,,,,,,,,,,,,,,,,
Methuen,,,MA,US,2020-06-24,,,,,,,general protesters,Blue Lives Matter; against Black Lives Matter protesters; for border wall,2,car rally,0,0,0,0,1,1,,https://www.eagletribune.com/news/merrimack_valley/chief-police-duped-into-rally/article_b0e4988e-566b-54ee-bf60-8f7910ca7168.html,,,,,,,,,,,,,,,,,,,,,
New Haven,Wooster Square,,CT,US ,2020-06-24,40-50,40,,50,,,general protesters; older Italian-Americans,against removal of Christopher Columbus statue,2,protest,0,0,0,0,1,1,20200624-newhaven-columbus,https://www.courant.com/breaking-news/hc-br-new-haven-christopher-columbus-statue-removal-20200624-sdl6dbsbgjc2pa4uz2vewt3fbe-story.html,https://ctmirror.org/2020/06/24/scuffles-between-opposing-protesters-mark-removal-of-new-havens-columbus-statue/,https://www.wtnh.com/news/connecticut/new-haven/man-fighting-to-keep-christopher-columbus-statue-in-new-havens-wooster-square/,verbal clashes and physical confrontations with counter-protesters,,,,,,,,,,,,,,,,,,
Orange,UC Irvine Medical Center; Chapman Avenue and The City Drive,,CA,US,2020-06-24,about a dozen,12,,12,,,"University of California employees; The Federation of State, County & Municipal Employees, Local 3299",against furlough of university employees during coronavirus pandemic,0,rally,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,https://www.ocregister.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,,,,,,,,,,,,,,,,,,,,
Portland,Gabriel Park,,OR,US,2020-06-24,count video,30,,35,,,students; parents,for continuing school sports during coronavirus pandemic,0,demonstration,0,0,0,0,1,1,,https://www.kptv.com/news/let-them-play-group-holds-rally-in-sw-portland-park/article_38ee395e-b6a8-11ea-abc7-a383b645256a.html,,,,,,,,,,,,,,,,,,,,,
Sacramento,UC Davis Medical Center,,CA,US,2020-06-24,,,,,,,"University of California employees; The Federation of State, County & Municipal Employees, Local 3299",against furlough of university employees during coronavirus pandemic,0,rally,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,,,,,,,,,,,,,,,,,,,,,
San Diego,UC San Diego Medical Center,,CA,US,2020-06-24,,,,,,,"University of California employees; The Federation of State, County & Municipal Employees, Local 3299",against furlough of university employees during coronavirus pandemic,0,rally,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,,,,,,,,,,,,,,,,,,,,,
San Diego,Jacobs Medical Center at UC San Diego Health,,CA,US,2020-06-24,,,,,,,"University of California employees; The Federation of State, County & Municipal Employees, Local 3299",against furlough of university employees during coronavirus pandemic,0,rally,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,,,,,,,,,,,,,,,,,,,,,
San Francisco,Outside Uber CEO Dara Khosrowshahi's house; car caravan through Marina district,,CA,US,2020-06-24,around 50 cars,50,,50,,,Gig Workers Rising,against state ballot measure forcing gig workers to continue to work as independent contractors; for improved coronavirus safety measures for gig workers,0,protest,0,0,0,0,1,1,,https://www.ktvu.com/news/uber-drivers-hold-protest-outside-ceos-home,https://www.sfchronicle.com/business/article/Uber-drivers-protest-coronavirus-safety-program-15364314.php,,,,,,,,,,,,,,,,,,,,
San Francisco,UC San Francisco Helen Diller Medical Center,,CA,US,2020-06-24,,,,,,,"University of California employees; The Federation of State, County & Municipal Employees, Local 3299",against furlough of university employees during coronavirus pandemic,0,rally,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,,,,,,,,,,,,,,,,,,,,,
Santa Monica,UCLA Medical Center Santa Monica,,CA,US,2020-06-24,,,,,,,"University of California employees; The Federation of State, County & Municipal Employees, Local 3299",against furlough of university employees during coronavirus pandemic,0,rally,0,0,0,0,0,0,,https://www.sbsun.com/2020/06/24/uc-workers-protest-hundreds-of-low-wage-dining-worker-layoffs/,,,,,,,,,,,,,,,,,,,,,
Scottsdale,Scottsdale City Hall,,AZ,US,2020-06-24,a few,3,,3,,,general protesters,for city mask mandate during coronavirus pandemic,0,counter-protest,0,0,0,0,1,1,20200624-scottsdale-maskmandate,https://www.azfamily.com/news/scottsdale-councilman-leads-hundreds-in-unmask-us-rally-at-city-hall/article_0a2435b6-b643-11ea-b3e2-939807de0667.html,https://www.12news.com/article/news/local/valley/anti-mask-rally-to-protest-mask-mandate-held-in-scottsdale/75-94cd29b2-9630-457d-8116-a6a6d32af281,,,,,,,,,,,,,,,,,,,,
Scottsdale,Scottsdale City Hall,,AZ,US,2020-06-24,over 200,200,,200,,,general protesters,against mask mandates during coronavirus pandemic,2,protest,0,0,0,0,0,1,20200624-scottsdale-maskmandate,https://www.fox10phoenix.com/news/arizona-gov-ducey-criticizes-scottsdale-councilman-over-i-cant-breathe-comment-during-anti-mask-protest,https://www.azfamily.com/news/scottsdale-councilman-leads-hundreds-in-unmask-us-rally-at-city-hall/article_0a2435b6-b643-11ea-b3e2-939807de0667.html,https://www.12news.com/article/news/local/valley/anti-mask-rally-to-protest-mask-mandate-held-in-scottsdale/75-94cd29b2-9630-457d-8116-a6a6d32af281,,,,,,,,,,,,,,,,,,,
Shelby Township,Van Dyke,,MI,US,2020-06-24,,,,,,,general protesters,"for President Trump, against Black Lives Matter protesters",2,counter-protest,0,0,0,0,1,1,20200624-shelby-blm,https://www.clickondetroit.com/news/local/2020/06/25/opposing-protesters-face-off-in-shelby-township/,,,,,,,,,,,,,,,,,,,,,
Southampton,Stony Brook Southampton Hospital,,NY,US,2020-06-24,,,,,,,nurses and hospital staffers,for hazard pay for hospital workers during the COVID-19 pandemic,0,rally,0,0,0,0,0,0,,https://www.newsday.com/long-island/nurses-rally-pay-stony-brook-1.46081927,,,,,,,,,,,,,,,,,,,,,
Stony Brook,Stony Brook Eastern Long Island Hospital,,NY,US,2020-06-24,,,,,,,nurses and hospital staffers,for hazard pay for hospital workers during the COVID-19 pandemic,0,rally,0,0,0,0,0,0,,https://www.newsday.com/long-island/nurses-rally-pay-stony-brook-1.46081927,,,,,,,,,,,,,,,,,,,,,
Sweet Home,Sweet Home Police Department,,OR,US,2020-06-24,200-300,200,,300,,,general protesters,"in support of police, Back the Blue, law and order matters, for patriotism",2,rally,0,0,0,0,1,1,,https://democratherald.com/news/local/sweet-home-rally-shows-support-for-police-officers/article_92472063-e228-55aa-aae3-dda91785a0a4.html,,,,,,,,,,,,,,,,,,,,,
Watertown,Watertown City Hall,,NY,US,2020-06-24,about 150,150,,150,,,general protesters,"for LGBTQ+ rights, against man who removed LGBTQ flag",1,demonstration,1,0,0,0,1,1,,https://www.nny360.com/news/government/150-protest-in-support-of-lgbtq-community-local-man-arrested-for-tampering-with-flag/article_e7ace11a-bf72-5f4d-a1fd-e6017e248897.html,,,,,,,,,,,,,,,,,,,,,
Ann Arbor,University of Michigan,,MI,US,2020-06-25,,,,,,,University of Michigan graduate student union,for greater safety precautions for University of Michigan fall reopening during coronavirus pandemic,0,protest; caravan,0,0,0,0,1,1,,https://www.freep.com/story/news/local/michigan/2020/06/28/u-m-grad-student-protest-positive-coronavirus/3275540001/,,,outside on-campus home of university president Mark Schlissel,,,,,,,,,,,,,,,,,,
Athens,Athens City Hall,,GA,US,2020-06-25,,,,,,,general protesters,"in support of police, against defunding police",2,counter-protest,0,0,0,0,1,1,20200625-athens-blm,https://www.onlineathens.com/photogallery/GA/20200626/PHOTOGALLERY/626009999/PH/1,https://www.redandblack.com/athensnews/hundreds-rally-for-racial-justice-and-budget-change-face-counter-protesters/article_9289a0c8-b75e-11ea-b154-fbe7b2dbf5fd.html,,outside city council meeting where vote was occurring on police budget,,,,,,,,,,,,,,,,,,
Attleboro,Veterans Memorial Common,,MA,US,2020-06-25,dozens,24,,24,,,general protesters,"in support of police, for patriotism, Thin Blue Line",2,rally,0,0,0,0,1,1,20200625-attleboro-backtheblue,https://www.wpri.com/news/local-news/se-mass/police-supporters-met-by-counter-protesters-in-attleboro/,,,,,,,,,,,,,,,,,,,,,
Darien,,,CT,US,2020-06-25,,,,,,,fast-food employees,against mistreatment of fast-food workers during coronavirus pandemic,0,protest,,,,,1,1,,https://www.wtnh.com/news/connecticut/fairfield/mcdonalds-taco-bell-employees-to-call-attention-to-workplace-mistreatment-with-protest/,,,McDonald's and Taco Bell specifically mentioned,,,,,,,,,,,,,,,,,,
Derry,near Derry police station on Folsom Road,,NH,US,2020-06-25,dozens,24,,24,,,Rockingham 6 Conservatives,"in support of police, against defunding police, Thin Blue Line",2,rally,0,0,0,0,1,1,,https://www.derrynews.com/news/derry-rallies-to-support-police/article_23e8d12c-58e5-51b1-b91e-cc99585928a8.html,,,,,,,,,,,,,,,,,,,,,
Fairfax,Spahr Center,,CA,US,2020-06-25,,,,,,,Spahr Center,against transphobia,1,rally,0,0,0,0,1,1,,https://www.marinij.com/2020/06/25/marins-lgbtq-community-rallies-after-verbal-attack-on-transgender-teen/,,,,,,,,,,,,,,,,,,,,,
Fountain Hills,Fountain Park,,AZ,US,2020-06-25,handful,5,,5,,,general protesters,"All Lives Matter, Police Lives Matter",2,counter-protest,0,0,0,0,1,1,20200625-fountainhills-blm,https://www.azcentral.com/story/news/local/scottsdale-breaking/2020/06/25/fountain-hills-protesters-show-support-black-community-despite-threats-armed-response/3261209001/,,,,,,,,,,,,,,,,,,,,,
Graham,Courthouse Square,Alamance,NC,US,2020-06-25,,,,,,,general protesters,"against Black Lives Matter march, against removal of Confederate statue, for freedom, Blue Lives Matter",2,counter-protest,0,0,0,0,1,1,20200625-graham-wyattoutlaw,https://www.propublica.org/article/small-town-battle-for-racial-justice-confronts-bloody-past-uncertain-future?utm_medium=social&utm_source=twitter,https://triad-city-beat.com/quiet-protest-threats-graham-bastion-confederate-sympathy/,,gathered near marchers,,,,,,,,,,,,,,,,,,
Green Bay,Green Bay Austin Straubel International Airport,,WI,US,2020-06-25,about two dozen,24,,24,,,general protesters,"for President Trump, for law and order",2,demonstration,0,0,0,0,1,1,20200625-greenbay-trump,http://www.fightbacknews.org/2020/6/23/coalition-march-dnc-plans-trump-protest-green-bay-wi,https://www.greenbaypressgazette.com/story/news/2020/06/25/trump-wisconsin-supporters-protesters-gather-green-bay-airport-presidents-arrival-town-hall/3246586001/,,,,,,,,,,,,,,,,,,,,
Hartford,in front of the Department of Health ,,CT,US,2020-06-25,,,,,,,nursing home workers,for resignation of state official who failed to protect nursing home residents against coronavirus,0,protest,0,0,0,0,1,1,,https://www.fox61.com/article/news/health/coronavirus/nursing-home-workers-call-for-the-resignation-of-barbara-cass-from-department-of-health/520-5f24cec0-063d-4cd1-a058-cf829ad6e6ef,,,,,,,,,,,,,,,,,,,,,
Henderson,Henderson County School Board Meeting,,KY,US,2020-06-25,about 40,40,,40,,,student athletes and their parents,for resumption of school sports practices during coronavirus pandemic,0,protest,0,0,0,0,1,1,,https://www.thegleaner.com/story/news/2020/06/25/athletes-protest-school-board-meeting-restricted-practices-resume-july-13/3261514001/,,,,,,,,,,,,,,,,,,,,,
Hyrum,outside of the west entrance to JBS meatpacking plant,,UT,US,2020-06-25,fifteen,15,,15,,,general protesters,"for veganism, for animal rights",0,protest,0,0,0,0,1,1,,https://www.hjnews.com/news/local/animal-advocates-protest-jbs-call-on-plant-to-protect-workers-switch-to-meat-alternatives/article_b46b6041-36f3-506a-a7a4-62c046f73dfc.html,,,,,,,,,,,,,,,,,,,,,
